"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Park D.; Ko K.; Pyo D.; Kang J.","Park, Daesung (60408954700); Ko, Kwangeun (59681888300); Pyo, Dongbum (48261379000); Kang, Jaehyeon (55959366200)","60408954700; 59681888300; 48261379000; 55959366200","Incremental 3D Crop Model Association for Real-Time Counting in Dense Orchards","2026","IEEE Robotics and Automation Letters","11","3","","3860","3866","0","10.1109/LRA.2026.3662648","https://www.scopus.com/pages/publications/105030650333?origin=resultslist","Korea Institute of Industrial Technology, Human-Centric Robotics R&D Department, Ansan, 15588, South Korea; Gachon University, Department of Computer Engineering, Seongnam, 13120, South Korea","Park D., Korea Institute of Industrial Technology, Human-Centric Robotics R&D Department, Ansan, 15588, South Korea; Ko K., Korea Institute of Industrial Technology, Human-Centric Robotics R&D Department, Ansan, 15588, South Korea; Pyo D., Korea Institute of Industrial Technology, Human-Centric Robotics R&D Department, Ansan, 15588, South Korea; Kang J., Gachon University, Department of Computer Engineering, Seongnam, 13120, South Korea","J. Kang; Gachon University, Department of Computer Engineering, Seongnam, 13120, South Korea; email: jhkang@gachon.ac.kr","","Institute of Electrical and Electronics Engineers Inc.","23773766","","","","English","IEEE Robot. Autom.","Article","Final","","Scopus","2-s2.0-105030650333"
"Yang F.; Li Z.; Liu S.; He X.; Song D.; Li N.; Wang H.; Sobolev A.","Yang, Fei (57982560700); Li, Zhenlei (55619260200); Liu, Shimin (49964218500); He, Xueqiu (7404408240); Song, Dazhao (35345561700); Li, Na (59630044600); Wang, Honglei (37040788900); Sobolev, Aleksei (57208599174)","57982560700; 55619260200; 49964218500; 7404408240; 35345561700; 59630044600; 37040788900; 57208599174","Characterizing the fracture evolution of sandstone by using Mel-frequency cepstral coefficients of acoustic emission","2025","Engineering Fracture Mechanics","324","","111254","","","8","10.1016/j.engfracmech.2025.111254","https://www.scopus.com/pages/publications/105005514816?origin=resultslist","Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Department of Energy and Mineral Engineering, G3 Center and Energy Institute, The Pennsylvania State University, University Park, 16802, PA, United States; Xinjiang Key Laboratory of Coal Mine Disaster Intelligent Prevention and Emergency Response, Xinjiang Institute of Engineering, Urumqi, 830023, China; Khabarovsk Federal Research Center of the Far Eastern Branch of the Russian Academy of Sciences (KhFRC FEB RAS), Khabarovsk, 680000, Russian Federation","Yang F., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Li Z., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Liu S., Department of Energy and Mineral Engineering, G3 Center and Energy Institute, The Pennsylvania State University, University Park, 16802, PA, United States; He X., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China, Xinjiang Key Laboratory of Coal Mine Disaster Intelligent Prevention and Emergency Response, Xinjiang Institute of Engineering, Urumqi, 830023, China; Song D., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China, Xinjiang Key Laboratory of Coal Mine Disaster Intelligent Prevention and Emergency Response, Xinjiang Institute of Engineering, Urumqi, 830023, China; Li N., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Wang H., Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Sobolev A., Khabarovsk Federal Research Center of the Far Eastern Branch of the Russian Academy of Sciences (KhFRC FEB RAS), Khabarovsk, 680000, Russian Federation","Z. Li; Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, School of Resources and Safety Engineering, University of Science and Technology Beijing, Beijing, 100083, China; email: lizhenlei@ustb.edu.cn","","Elsevier Ltd","00137944","","EFMEA","","English","Eng. Fract. Mech.","Article","Final","","Scopus","2-s2.0-105005514816"
"Huang Z.; Lee W.S.; Qin R.; Medeiros H.; Jeon H.; Zhu H.","Huang, Zijing (59362518900); Lee, Won Suk (16240657800); Qin, Ruoyao (60651445300); Medeiros, Henry (24470208900); Jeon, Hongyoung (34879832200); Zhu, Heping (7404663658)","59362518900; 16240657800; 60651445300; 24470208900; 34879832200; 7404663658","SDrAwberry: Scale-referenced Depth-Anything-3 long-sequence reconstruction for Strawberry canopy volume estimation","2026","Computers and Electronics in Agriculture","252","","112088","","","1","10.1016/j.compag.2026.112088","https://www.scopus.com/pages/publications/105042884383?origin=resultslist","Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; USDA, ARS, Application Technology Research Unit, Wooster, OH, United States","Huang Z., Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; Lee W.S., Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; Qin R., Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; Medeiros H., Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; Jeon H., USDA, ARS, Application Technology Research Unit, Wooster, OH, United States; Zhu H., USDA, ARS, Application Technology Research Unit, Wooster, OH, United States","W.S. Lee; Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, United States; email: wslee@ufl.edu","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","","Scopus","2-s2.0-105042884383"
"Wang F.; Gao R.; Liang X.","Wang, Fei (60348686400); Gao, Rui (57203297537); Liang, Xiaofeng (24921777500)","60348686400; 57203297537; 24921777500","Combing Dilate K-Means with Adaptive Kalman Filtering Fusion Methods for Multi-target Tracking","2026","Lecture Notes in Electrical Engineering","1575 LNEE","","","431","440","0","10.1007/978-981-95-7648-7_38","https://www.scopus.com/pages/publications/105040387847?origin=resultslist","State Key Laboratory of Ocean Engineering, MOE Key Laboratory of Marine Intelligent Equipment and System, Shanghai, China; Shenzhen Research Institute Shanghai Jiao Tong University, Shanghai, 200240, China","Wang F., State Key Laboratory of Ocean Engineering, MOE Key Laboratory of Marine Intelligent Equipment and System, Shanghai, China, Shenzhen Research Institute Shanghai Jiao Tong University, Shanghai, 200240, China; Gao R., State Key Laboratory of Ocean Engineering, MOE Key Laboratory of Marine Intelligent Equipment and System, Shanghai, China, Shenzhen Research Institute Shanghai Jiao Tong University, Shanghai, 200240, China; Liang X., State Key Laboratory of Ocean Engineering, MOE Key Laboratory of Marine Intelligent Equipment and System, Shanghai, China","R. Gao; State Key Laboratory of Ocean Engineering, MOE Key Laboratory of Marine Intelligent Equipment and System, Shanghai, China; email: rgao@sjtu.edu.cn","Xie S.; Niu Y.; Fu W.; Qu Y.","Springer Science and Business Media Deutschland GmbH","18761100","978-981957647-0","","","English","Lect. Notes Electr. Eng.","Conference paper","Final","","Scopus","2-s2.0-105040387847"
"Santos J.B.W.; Chen L.; Miranda-Quintana R.A.","Santos, Jherome Brylle Woody (59914959300); Chen, Lexin (58148418300); Miranda-Quintana, Ramón Alain (35100753900)","59914959300; 58148418300; 35100753900","mdBIRCH for Fast, Scalable, Online Clustering of Molecular Dynamics Trajectories","2026","Journal of Chemical Theory and Computation","22","8","","4026","4036","0","10.1021/acs.jctc.6c00221","https://www.scopus.com/pages/publications/105037167337?origin=resultslist","Department of Chemistry and Quantum Theory Project, University of Florida, Gainesville, 32611, FL, United States","Santos J.B.W., Department of Chemistry and Quantum Theory Project, University of Florida, Gainesville, 32611, FL, United States; Chen L., Department of Chemistry and Quantum Theory Project, University of Florida, Gainesville, 32611, FL, United States; Miranda-Quintana R.A., Department of Chemistry and Quantum Theory Project, University of Florida, Gainesville, 32611, FL, United States","R.A. Miranda-Quintana; Department of Chemistry and Quantum Theory Project, University of Florida, Gainesville, 32611, United States; email: quintana@chem.ufl.edu","","American Chemical Society","15499618","","JCTCC","41985036","English","J. Chem. Theory Comput.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105037167337"
"Pichhika H.C.; Subudhi P.; Prasad Yerra R.V.","Pichhika, Hari Chandana (58310348600); Subudhi, Priyambada (57191623094); Prasad Yerra, Raja Vara (59932327400)","58310348600; 57191623094; 59932327400","Enhanced YOLO-Based Mango Detection and Centroid Tracking for Precise Yield Estimation","2025","Applied Fruit Science","67","3","164","","","4","10.1007/s10341-025-01385-9","https://www.scopus.com/pages/publications/105007451220?origin=resultslist","Electronics and Communication Engineering, Indian Institute of Information Technology, Andhra Pradesh, Sri City, Chittoor, 517646, India; Computer Science and Engineering, Indian Institute of Information Technology, Andhra Pradesh, Sri City, Chittoor, 517646, India","Pichhika H.C., Electronics and Communication Engineering, Indian Institute of Information Technology, Andhra Pradesh, Sri City, Chittoor, 517646, India; Subudhi P., Computer Science and Engineering, Indian Institute of Information Technology, Andhra Pradesh, Sri City, Chittoor, 517646, India; Prasad Yerra R.V., Electronics and Communication Engineering, Indian Institute of Information Technology, Andhra Pradesh, Sri City, Chittoor, 517646, India","P. Subudhi; Computer Science and Engineering, Indian Institute of Information Technology, Sri City, Chittoor, Andhra Pradesh, 517646, India; email: priyambada.s@iiits.in","","Springer Science and Business Media Deutschland GmbH","29482623","","","","English","Appl. Fruit Sci.","Article","Final","","Scopus","2-s2.0-105007451220"
"Zhai A.J.; Wang X.; Li K.; Jiang Z.; Zhou J.; Wang S.; Jin Z.; Guan K.; Wang S.","Zhai, Albert J. (57195478593); Wang, Xinlei (34881179800); Li, Kaiyuan (57919090800); Jiang, Zhao (59516185000); Zhou, Junxiong (57219625237); Wang, Sheng (57221277104); Jin, Zhenong (55621949100); Guan, Kaiyu (56382070400); Wang, Shenlong (56259398500)","57195478593; 34881179800; 57919090800; 59516185000; 57219625237; 57221277104; 55621949100; 56382070400; 56259398500","CropCraft: Complete Structural Characterization of Crop Plants from Images","2026","Proceedings - 2026 International Conference on 3D Vision, 3DV 2026","","","","1293","1303","0","10.1109/3DV69130.2026.00127","https://www.scopus.com/pages/publications/105042039510?origin=resultslist","University of Illinois Urbana-Champaign, United States; University of Minnesota Twin Cities, United States","Zhai A.J., University of Illinois Urbana-Champaign, United States; Wang X., University of Illinois Urbana-Champaign, United States; Li K., University of Illinois Urbana-Champaign, United States; Jiang Z., University of Illinois Urbana-Champaign, United States; Zhou J., University of Minnesota Twin Cities, United States; Wang S., University of Illinois Urbana-Champaign, United States; Jin Z., University of Minnesota Twin Cities, United States; Guan K., University of Illinois Urbana-Champaign, United States; Wang S., University of Illinois Urbana-Champaign, United States","","","Institute of Electrical and Electronics Engineers Inc.","","979-833157312-6","","","English","Proc. - Int. Conf. 3D Vis., 3DV","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105042039510"
"Yang T.-C.; Wang S.-H.; Wei Y.-J.; Kuo T.-Y.; Chen J.-J.","Yang, Tzu-Chun (57209652532); Wang, Sin-Hua (60145345400); Wei, Yu-Jen (57203985838); Kuo, Tien-Ying (7401532163); Chen, Jiann-Jone (12242873000)","57209652532; 60145345400; 57203985838; 7401532163; 12242873000","Video Stabilization Based on Self-Attention Structure with Temporal Memory","2025","Proceedings of the 2025 International Conference on Advanced Machine Learning and Data Science, AMLDS 2025","","","","360","365","0","10.1109/AMLDS63918.2025.11159413","https://www.scopus.com/pages/publications/105019041087?origin=resultslist","National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; National Taiwan University of Science and Technology, Department of Electrical Engineering, Taipei, Taiwan","Yang T.-C., National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; Wang S.-H., National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; Wei Y.-J., National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; Kuo T.-Y., National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; Chen J.-J., National Taiwan University of Science and Technology, Department of Electrical Engineering, Taipei, Taiwan","T.-Y. Kuo; National Taipei University of Technology, Department of Electrical Engineering, Taipei, Taiwan; email: tykuo@ntut.edu.tw","","Institute of Electrical and Electronics Engineers Inc.","","979-833151099-2","","","English","Proc. Int. Conf. Adv. Mach. Learn. Data Sci., AMLDS","Conference paper","Final","","Scopus","2-s2.0-105019041087"
"Zhao Z.; Gershon P.","Zhao, Zhouqiao (57215364103); Gershon, Pnina (23049681700)","57215364103; 23049681700","From Prediction to Design: Using Context-Aware Graph Neural Networks and Explainable AI to Anticipate Transfer-of-Control","2026","SAE Technical Papers","","","","","","0","10.4271/2026-01-0049","https://www.scopus.com/pages/publications/105036863641?origin=resultslist","Massachusetts Institute of Technology, United States","Zhao Z., Massachusetts Institute of Technology, United States; Gershon P., Massachusetts Institute of Technology, United States","","","SAE International","01487191","","","","English","SAE Techni. Paper.","Conference paper","Final","","Scopus","2-s2.0-105036863641"
"Tan X.; Gao H.; Yu Y.","Tan, Xu (59958432300); Gao, Haidong (60034256000); Yu, Yang (57309156000)","59958432300; 60034256000; 57309156000","Multi-view clustering with privileged information based on probabilistic tensor factorization","2025","Knowledge-Based Systems","329","","114356","","","0","10.1016/j.knosys.2025.114356","https://www.scopus.com/pages/publications/105014939510?origin=resultslist","School of Computer Science and Technology, Zhejiang University of Science and Technology, Liuhe Road 318, Zhejiang Province, Hangzhou, 310023, China; School of Computer Science and Technology, Zhejiang University of Technology, Chaowang Road 18, Zhejiang Province, Hangzhou, 310014, China","Tan X., School of Computer Science and Technology, Zhejiang University of Science and Technology, Liuhe Road 318, Zhejiang Province, Hangzhou, 310023, China; Gao H., School of Computer Science and Technology, Zhejiang University of Technology, Chaowang Road 18, Zhejiang Province, Hangzhou, 310014, China; Yu Y., School of Computer Science and Technology, Zhejiang University of Science and Technology, Liuhe Road 318, Zhejiang Province, Hangzhou, 310023, China","H. Gao; School of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, Chaowang Road 18, Zhejiang Province, 310014, China; email: gaohaidong@zjut.edu.cn","","Elsevier B.V.","09507051","","KNSYE","","English","Knowl Based Syst","Article","Final","","Scopus","2-s2.0-105014939510"
"Shofman G.; Degani O.","Shofman, Galia (57967398000); Degani, Ofir (55871122215)","57967398000; 55871122215","Interspecies crosstalk between Magnaporthiopsis maydis and Fusarium verticillioides in mutually infected maize plants","2025","Scientific Reports","15","1","10089","","","4","10.1038/s41598-025-94577-y","https://www.scopus.com/pages/publications/105000694665?origin=resultslist","Plant Sciences Department, MIGAL – Galilee Research Institute, Tarshish 2, Kiryat Shmona, 1101600, Israel; Faculty of Sciences, Tel-Hai College, Upper Galilee, Tel-Hai, 1220800, Israel","Shofman G., Plant Sciences Department, MIGAL – Galilee Research Institute, Tarshish 2, Kiryat Shmona, 1101600, Israel, Faculty of Sciences, Tel-Hai College, Upper Galilee, Tel-Hai, 1220800, Israel; Degani O., Plant Sciences Department, MIGAL – Galilee Research Institute, Tarshish 2, Kiryat Shmona, 1101600, Israel, Faculty of Sciences, Tel-Hai College, Upper Galilee, Tel-Hai, 1220800, Israel","O. Degani; Plant Sciences Department, MIGAL – Galilee Research Institute, Kiryat Shmona, Tarshish 2, 1101600, Israel; email: d-ofir@migal.org.il","","Nature Research","20452322","","","40128304","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105000694665"
"Tan S.; Kuang Z.; Jin B.","Tan, Shiting (59178873800); Kuang, Zhufang (35146157100); Jin, Boyu (59179020000)","59178873800; 35146157100; 59179020000","AppleYOLO: Apple yield estimation method using improved YOLOv8 based on Deep OC-SORT","2025","Expert Systems with Applications","272","","126764","","","11","10.1016/j.eswa.2025.126764","https://www.scopus.com/pages/publications/85217377327?origin=resultslist","College of Computer and Mathematics, Central South University of Forestry and Technology, Changsha, Hunan, 41004, China","Tan S., College of Computer and Mathematics, Central South University of Forestry and Technology, Changsha, Hunan, 41004, China; Kuang Z., College of Computer and Mathematics, Central South University of Forestry and Technology, Changsha, Hunan, 41004, China; Jin B., College of Computer and Mathematics, Central South University of Forestry and Technology, Changsha, Hunan, 41004, China","Z. Kuang; College of Computer and Mathematics, Central South University of Forestry and Technology, Hunan, Changsha, 41004, China; email: zfkuangcn@163.com","","Elsevier Ltd","09574174","","ESAPE","","English","Expert Sys Appl","Article","Final","","Scopus","2-s2.0-85217377327"
"Fusaro D.; Magistri F.; Behley J.; Pretto A.; Stachniss C.","Fusaro, Daniel (57278335600); Magistri, Federico (57208212994); Behley, Jens (35207956200); Pretto, Alberto (23393749700); Stachniss, Cyrill (6507517732)","57278335600; 57208212994; 35207956200; 23393749700; 6507517732","Horticultural temporal fruit monitoring via 3D instance segmentation and re-identification using colored point clouds","2026","Computers and Electronics in Agriculture","247","","111723","","","1","10.1016/j.compag.2026.111723","https://www.scopus.com/pages/publications/105035433692?origin=resultslist","University of Padova, Italy; Center for Robotics, University of Bonn, Germany; Lamarr Institute for Machine Learning and Artificial Intelligence, Germany","Fusaro D., University of Padova, Italy; Magistri F., Center for Robotics, University of Bonn, Germany; Behley J., Center for Robotics, University of Bonn, Germany; Pretto A., University of Padova, Italy; Stachniss C., Center for Robotics, University of Bonn, Germany, Lamarr Institute for Machine Learning and Artificial Intelligence, Germany","D. Fusaro; University of Padova, Italy; email: fusarodani@dei.unipd.it","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035433692"
"Li J.; Xu Y.; Lu J.; Li S.; Cai X.","Li, Juhu (56841415000); Xu, Yuli (60024507600); Lu, Jia (60159693500); Li, Shihao (57204468609); Cai, Xiang (55319419600)","56841415000; 60024507600; 60159693500; 57204468609; 55319419600","Lightweight multi-scale rice pest recognition model based on improved YOLOv11n; [基于改进 YOLOv11n 的轻量级多尺度水稻害虫识别模型]","2025","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","41","17","","175","183","5","10.11975/j.issn.1002-6819.202504222","https://www.scopus.com/pages/publications/105020095825?origin=resultslist","School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China; Engineering Research Center for Forestry-orientied Intelligent Information Processing of National Forestry and Grassland Administration, Beijing, 100083, China","Li J., School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China, Engineering Research Center for Forestry-orientied Intelligent Information Processing of National Forestry and Grassland Administration, Beijing, 100083, China; Xu Y., School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China; Lu J., School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China; Li S., School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China; Cai X., School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China, Engineering Research Center for Forestry-orientied Intelligent Information Processing of National Forestry and Grassland Administration, Beijing, 100083, China","X. Cai; School of Information Science and Technology, Beijing Forestry University, Beijing, 100083, China; email: caixiang617@163.com","","Chinese Society of Agricultural Engineering","10026819","","NGOXE","","Chinese","Nongye Gongcheng Xuebao","Article","Final","","Scopus","2-s2.0-105020095825"
"Spangler K.; Rissing A.; Burchfield E.K.; Schumacher B.L.; Powell B.; Siegel K.R.","Spangler, Kaitlyn (57210154074); Rissing, Andrea (56718677600); Burchfield, Emily K. (56518310300); Schumacher, Britta L. (57218367495); Powell, Bronwen (35724661500); Siegel, Karen R. (23029092300)","57210154074; 56718677600; 56518310300; 57218367495; 35724661500; 23029092300","Nutritious monocultures? Where and how fruits and vegetables are produced in the US","2025","Global Food Security","45","","100860","","","1","10.1016/j.gfs.2025.100860","https://www.scopus.com/pages/publications/105002557924?origin=resultslist","Department of Agricultural Economics, Sociology, and Education, 208 Ferguson Building, Curtin Road, University Park, 16802, PA, United States; School of Sustainability, Arizona State University, 777 E University Dr, Tempe, 85281, AZ, United States; Department of Environmental Sciences, Emory University, 400 Dowman Drive, Atlanta, 30322, GA, United States; Department of Plants, Soils and Climate and Ecology Center, Utah State University, 4820 Old Main Hill, Logan, 84322-4820, UT, United States; Department of Geography, The Pennsylvania State University, 302 Walker Building, University Park, 16802, PA, United States; Hubert Department of Global Health and Emory Global Diabetes Research Center, Rollins School of Public Health, Emory University, 1518 Clifton Rd, Atlanta, 30322, GA, United States","Spangler K., Department of Agricultural Economics, Sociology, and Education, 208 Ferguson Building, Curtin Road, University Park, 16802, PA, United States; Rissing A., School of Sustainability, Arizona State University, 777 E University Dr, Tempe, 85281, AZ, United States; Burchfield E.K., Department of Environmental Sciences, Emory University, 400 Dowman Drive, Atlanta, 30322, GA, United States; Schumacher B.L., Department of Plants, Soils and Climate and Ecology Center, Utah State University, 4820 Old Main Hill, Logan, 84322-4820, UT, United States; Powell B., Department of Geography, The Pennsylvania State University, 302 Walker Building, University Park, 16802, PA, United States; Siegel K.R., Hubert Department of Global Health and Emory Global Diabetes Research Center, Rollins School of Public Health, Emory University, 1518 Clifton Rd, Atlanta, 30322, GA, United States","K. Spangler; Department of Agricultural Economics, Sociology, and Education, 208 Ferguson Building, Curtin Road, University Park, 16802, United States; email: Kspangler@psu.edu","","Elsevier B.V.","22119124","","","","English","Global Food Secur.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105002557924"
"Li Z.; Xu R.; Brown N.; Tillman B.L.; Li C.","Li, Zhengkun (57880517400); Xu, Rui (56574594100); Brown, Nino (55585462000); Tillman, Barry L. (7004048440); Li, Changying (57203273426)","57880517400; 56574594100; 55585462000; 7004048440; 57203273426","Plot-scale peanut yield estimation using a phenotyping robot and transformer-based image analysis","2025","Smart Agricultural Technology","12","","101154","","","1","10.1016/j.atech.2025.101154","https://www.scopus.com/pages/publications/105009852416?origin=resultslist","Bio-Sensing, Automation and Intelligence Laboratory, Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, FL, United States; Institute of Plant Breeding Genetics & Genomics, Department of Crop and Soil Science, University of Georgia, Tifton, GA, United States; North Florida Research and Education Center, Institue of Food and Agricultural Sciences, University of Florida, Marianna, FL, United States; Agronomy Department, University of Florida, Gainesville, FL, United States","Li Z., Bio-Sensing, Automation and Intelligence Laboratory, Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, FL, United States; Xu R., Bio-Sensing, Automation and Intelligence Laboratory, Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, FL, United States; Brown N., Institute of Plant Breeding Genetics & Genomics, Department of Crop and Soil Science, University of Georgia, Tifton, GA, United States; Tillman B.L., North Florida Research and Education Center, Institue of Food and Agricultural Sciences, University of Florida, Marianna, FL, United States, Agronomy Department, University of Florida, Gainesville, FL, United States; Li C., Bio-Sensing, Automation and Intelligence Laboratory, Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, FL, United States","C. Li; Bio-Sensing, Automation and Intelligence Laboratory, Department of Agricultural and Biological Engineering, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, United States; email: cli2@ufl.edu","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105009852416"
