record_id,doi,title,year,source_databases,query_ids,title_screen_decision,title_screen_exclusion_code,title_screen_confidence,title_screen_basis,abstract_screen_status,abstract_screen_priority
R-6749cc1c3c7c4487,10.1109/cvprw59228.2023.00581,Multi-camera People Tracking With Mixture of Realistic and Synthetic Knowledge,2023,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7b3833048b93abd1,10.3390/app132011578,Multi-Camera Person Re-Identification Based on Trajectory Data,2023,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7e4481f9f608d6b9,10.1007/s00521-023-08799-0,Multi-camera person re-identification using spatiotemporal context modeling,2023,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-086322afb765757f,10.14445/23488379/ijeee-v11i10p106,Multi-Camera Person Tracking: Integrating YOLOv8 with ByteTrack,2024,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-02e27099ded2bf90,10.17760/d20467213,Multi-camera sensing for robust perception in robotics,2022,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-99e3d565caa89837,10.1016/j.ecoinf.2025.103419,Multi-camera synchronization and instance tracking for Avian behavior analysis in a floating aviary,2025,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e86422cc275ab765,10.1007/s10846-014-0085-y,Multi-Camera Tracking and Mapping for Unmanned Aerial Vehicles in Unstructured Environments,2015,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6b7b7e4c76fe2068,10.1109/cvprw53098.2021.00463,Multi-camera tracking by candidate intersection ratio tracklet matching,2021,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-72e1d51a21c67b77,10.32657/10356/172263,Multi-camera tracking for smart urban mobility,2023,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-34e241cd071b455e,,Multi-camera tracking of vehicles based on deep features re-id and trajectory-based camera link models,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6b4155eee1ba6371,10.1109/ic4me247184.2019.9036575,Multi-Camera Tracking System Applications Based on Reconfigurable Devices: A Review,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0c03ade0d2812968,10.1109/ivs.2017.7995852,Multi-camera traffic light recognition using a classifying Labeled Multi-Bernoulli filter,2017,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-f933ff1ffc74c0e5,10.1109/icaect63952.2025.10958941,Multi-Camera Trajectory Based Vehicle Re-Identification for Robust Traffic Monitoring,2025,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2a5de96702b40bcd,10.1109/cvprw50498.2020.00516,Multi-camera trajectory forecasting: Pedestrian trajectory prediction in a network of cameras,2020,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e058ae5d3c110a22,10.48550/arxiv.2005.00282,Multi-Camera Trajectory Forecasting: Pedestrian Trajectory Prediction in\n a Network of Cameras,2020,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-408a64cadec304ed,10.1007/s11042-023-17397-0,Multi-camera trajectory matching based on hierarchical clustering and constraints,2024,Scopus;OpenAlex,Q1;Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2f234ea3d6b5f8c4,10.1016/j.jvcir.2019.01.029,Multi-camera transfer GAN for person re-identification,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ac8e613b6c648ced,10.1109/icmew.2015.7169793,Multi-camera vehicle identification in tunnel surveillance system,2015,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-53a904c8c60b0870,10.16182/j.issn1004731x.joss.22-0069,Multi-camera Vehicle Recognition Method Based on Feature Robustness Enhancement; [基于特征鲁棒性增强的多摄像头下车辆识别方法],2023,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b15a136929bdd289,,Multi-camera vehicle tracking and re-identification based on visual and spatial-temporal features,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d5d74039e861c84a,,Multi-camera vehicle tracking and re-identification on AI city challenge 2019,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-948fc13e08093550,10.52783/jes.1532,Multi-camera Vehicle Tracking and Recognition with Multimodal Contrastive Domain Sharing GAN and Topological Embeddings,2024,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2bdcc038ce575c3d,10.3390/electronics11071008,Multi-Camera Vehicle Tracking Based on Deep Tracklet Similarity Network,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-e67decdc2fef0375,10.1109/cvprw56347.2022.00368,Multi-Camera Vehicle Tracking Based on Occlusion-aware and Inter-vehicle Information,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a360177214ead99a,10.1145/3374587.3374629,Multi-camera vehicle tracking from end-to-end based on spatial-temporal information and visual features,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-15eaeff64721d3a0,10.1109/cvprw53098.2021.00476,Multi-camera vehicle tracking system based on spatial-temporal filtering,2021,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-046917cf128ded07,10.1109/cvprw56347.2022.00369,Multi-Camera Vehicle Tracking System for AI City Challenge 2022,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-10c6bf64edfa5c9c,10.3390/s20113334,Multi-camera vehicle tracking using edge computing and low-power communication,2020,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-12dae7ed617bae2c,,Multi-camera vehicle tracking with powerful visual features and spatial-temporal cue,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c567ab595f279e29,10.11959/j.issn.1000-436x.2023150,Multi-camera video collaborative analysis method based on edge computing; [基于边缘计算的多摄像头视频协同分析方法],2023,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-21c2184c385cc14d,10.5220/0005334303790384,Multi-camera video object recognition using active contours,2015,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ee5b3b7c2b46debc,10.1109/cscs.2019.00096,Multi-camera video surveillance,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-35fb534fcafd7c39,10.1016/j.robot.2017.03.018,Multi-camera visual SLAM for autonomous navigation of micro aerial vehicles,2017,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-feca09dd112218a5,10.1016/j.robot.2020.103505,Multi-camera visual SLAM for off-road navigation,2020,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ed43d6a3d30ccbee,10.82308/38021,Multi-camera visual tracking and mapping for small drone autonomy,2017,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-bdaec6c534806d6e,10.58088/3hgd-s630,Multi-camera visual-inertial odometry: algorithm design and performance evaluation,2025,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d43355c15f93fccc,10.1109/iceic57457.2023.10049880,Multi-Camera-Based Product Recognition for Inventory Management,2023,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1691921648874150,10.1109/chilecon66915.2025.11476407,Multi-Class Disease Identification in Cauliflower Plants Using YOLOv11 and DINOv2,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-778123f3334e86f2,10.1016/j.neucom.2017.12.057,Multi-class fruit detection based on image region selection and improved object proposals,2018,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-c2cc3f1572f6ebb8,10.1007/s42452-025-07617-7,Multi-class fruit ripeness detection using YOLO and SSD object detection models,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-de69e338cbeb2870,10.1109/icicat68430.2025.11414740,Multi-Class Object Detection for Crop Types and Growth Stage Identification,2025,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-1ad82bf8de4e1bec,10.1016/j.compag.2020.105384,Multi-class object detection using faster R-CNN and estimation of shaking locations for automated shake-and-catch apple harvesting,2020,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-179fe1c02060350f,10.1109/ictiia61827.2024.10761449,Multi-class Oil Palm Trees Condition Detection from UAV Images using Faster R-CNN with EfficientNetV2,2024,Scopus;OpenAlex,Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-1b3b68fccc7a0b13,10.12133/j.smartag.sa202210004,Multi-Class on-Tree Peach Detection Using Improved YOLOv5s and Multi-Modal Images; [基于改进 YOLOv5s 和多模态图像的树上毛桃检测],2022,Scopus,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-7f8db9c6f28c73ae,10.1109/qpain69676.2026.11546262,Multi-Class Tuber Plant Leaf Disease Detection Using Hybrid Deep Learning Framework for Real Time Application,2026,OpenAlex,Q5,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-08b9d7904dad9749,10.23919/apsipaasc55919.2022.9980202,Multi-class Vehicle Counting System for Multi-view Traffic Videos,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-efd2b897f0f4effc,10.1109/icast68191.2025.11300056,Multi-Classification of Ganoderma Disease in Oil Palm Leaves Using YOLOv11 for Image-Based Precision Agriculture,2025,Scopus;OpenAlex,Q4;Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-d11da88a084feb60,10.1109/tmm.2025.3632645,Multi-Clue Sliding Window Attention for Camouflaged Object Detection,2026,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0b30485bc897a36d,10.1109/icacrs67045.2025.11324358,Multi-Crop Plant Disease Detection using PlantDoc,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-5f8add00d4abb708,,Multi-Crop Reproductive Structure Detection and Counting Using a Lightweight YOLOv8n with Spatial–Channel Attention and Re-parameterizable Convolutions,2026,Scopus,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-7d59740896392241,10.1109/icccmla58983.2023.10346611,Multi-Cuisine and Multi-Data Screening of Foodquality at Service Points Using Object Detectioncapabilities of YOLO NAS,2023,Scopus,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a414fea0c2ed8244,,"Multi-Decadal Land Change Dynamics in Indonesia: Disentangling the Cycle of Agricultural Land Conversions, Urbanization, and Deforestation",2025,OpenAlex,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7af8da774fc473cc,10.1016/j.aei.2026.104878,Multi-defect recognition of bridge elastomeric bearings based on object detection and multi-label classification,2026,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6d5a25766dd02175,10.1109/iscmi63661.2024.10851709,Multi-Disease Detection and Classification of Sugarcane Leaves using Transfer Learning,2024,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-916b7c14ce5d2357,10.1109/ichms69701.2026.11602401,Multi-Disease Detection and Severity Grading in Guava Leaves Using Deep Learning:: A Real-Time Framework for Precision Agriculture,2026,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-efd3095cedc2fbe1,10.1109/spin60856.2024.10511577,Multi-Disease Identification in Single Citrus Leaf Image Using Sigmoid Activation and Optimised Threshold,2024,Scopus,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-b686b3c7da975910,10.3390/s25206295,Multi-Domain Robot Swarm for Industrial Mapping and Asset Monitoring: Technical Challenges and Solutions,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-c61ae443582adff9,10.1109/icia64617.2025.11277517,Multi-Drone Collaborative Target Recognition Based on Visual Association,2025,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-24dcc089832ef682,10.1109/access.2023.3289595,Multi-Exposure Fusion with Guidance Information: Night Color Image Enhancement for Roadside Units,2023,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-441e55fe67050d9d,10.1145/3746027.3755304,Multi-faceted Complementary Learning for Incomplete Multi-view Multi-label Classification,2025,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4bb37c7a190962c4,10.11707/j.1001-7488.20210709,Multi-Feature Classification of Optical and SAR Remote Sensing Images for Typical Tropical Plantation Species; [结合光学与雷达影像多特征的热带典型人工林树种精细识别],2021,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-973a39277b1d28fd,10.1109/iceict51264.2020.9334218,Multi-Feature Extraction and Fusion Method for Pedestrian Re-identification,2020,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ec75f9f90577c565,10.6041/j.issn.1000-1298.2026.04.001,Multi-feature Fusion-based Pose Estimation Method for UAVs in Orchards; [基于多特征融合的果园无人机位姿估计方法],2026,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2f3edbf7c76d1d92,10.16383/j.aas.2016.c150344,Multi-feature subspace and kernel learning for person re-identification,2016,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-a82ced3fa429f6a9,10.17632/82vn9k44ky.1,"Multi-Fruit Leaf Image Dataset: Guava, Jackfruit, Mango, and Olive",2026,OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-19a2889ff37bb9b6,10.22456/2175-2745.150960,Multi-Fruit Tracking and 3-D Structure Recovery via CoTracker; [Rastreamento Simultâneo de Frutos e Recuperacção da Estrutura 3-D utilizando CoTracker],2026,Scopus;OpenAlex,Q1,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-b965a314d05918a1,10.1016/j.plaphe.2025.100001,Multi-granularity alignment for crop diseases detection,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-419bc0be5cf7e80c,10.31875/2409-9694.2022.09.06,Multi-Growth Period Tomato Fruit Detection Using Improved Yolov5,2022,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-1bfe86c7e88e54ab,10.11834/jig.180568,Multi-image object semantic segmentation by fusing segmentation priors; [融合分割先验的多图像目标语义分割],2019,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ae4a7c87d600524c,10.1109/cvpr52688.2022.00655,Multi-instance Point Cloud Registration by Efficient Correspondence Clustering,2022,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ffa0e7c46ea06b62,10.1049/ell2.12377,Multi-label based view learning for vehicle re-identification,2022,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9438897c1645d971,10.1109/iceiec61773.2024.10561642,Multi-Layer Attention Fusion and Edge-Guided Structural Enrichment Completion Network for Leaf Point Cloud,2024,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
M-17a7f3ca5e78ace7,10.1109/cvprw56347.2022.00140,Multi-Layer Modeling of Dense Vegetation from Aerial LiDAR Scans,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8b6fae6fbb602e06,10.1109/mlise62164.2024.10674584,Multi-Layered Edge Computing Architecture of Smart Information System for Cross-View People Tracking,2024,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a805e3f4f8dccc83,10.1016/j.compag.2020.105213,Multi-layered tree crown extraction from LiDAR data using graph-based segmentation,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-a4a10018ace27dd8,10.1007/s13042-026-03054-z,Multi-level consistency learning for multi-view clustering,2026,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-877ec002df6cb335,10.1016/j.knosys.2025.115230,Multi-level cross-view feature embedding for partial view-aligned clustering,2026,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ed97925d4b2c8274,10.48550/arxiv.2412.14819,Multi-Level Embedding and Alignment Network with Consistency and Invariance Learning for Cross-View Geo-Localization,2024,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-3d377a2dc144661d,10.3233/jifs-211456,Multi-level feature extraction network for person re-identification,2021,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-05d00007f102ac12,10.1088/1742-6596/2640/1/012001,Multi-level Salient Feature Mining Network for Person Re-identification,2023,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-4501576fadd08a34,10.5281/zenodo.20642112,Multi-method late-successional and old-growth (LSOG) forest mapping uncertainty for Maine's unorganized townships,2026,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-5f44f9a8a170924d,10.5281/zenodo.19683529,"Multi-Modal Actinidia chinensis Phenology Dataset (Portugal, 2023-2024)",2026,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-5b7568d5e05a8cad,10.1109/iatmsi68868.2026.11465492,Multi-Modal Agricultural Perception: Fusing Deep Optical Networks with Software-Defined Acoustic Sensing,2026,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2840a665142fe744,10.1016/j.compeleceng.2022.108333,Multi-modal cyber security based object detection by classification using deep learning and background suppression techniques,2022,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b66574587fba870e,10.1016/j.compag.2019.05.016,Multi-modal deep learning for Fuji apple detection using RGB-D cameras and their radiometric capabilities,2019,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-4f89288df71dc9cc,10.1109/wacv.2019.00207,"Multi-modal detection fusion on a mobile UGV for wide-area, long-range surveillance",2019,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-939188e03c1e2f7e,10.1016/j.compag.2025.111002,Multi-modal feature integration from UAV-RGB imagery for high-precision cotton phenotyping: A paradigm shift toward cost-effective agricultural remote sensing,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-778efcda154ad8ca,10.1109/aisummit66170.2025.11410994,"Multi-Modal Fusion of SAR and Optical Data for Crop Classification: Comprehensive Analysis of Methodologies, Barriers, and Future Perspectives",2025,OpenAlex,Q5,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a6eb85333890f1be,10.1142/s0218001426390015,Multi-Modal Learning with Explainable Artificial Intelligence for Crop Analysis: A Comprehensive Review,2026,Scopus;OpenAlex,Q5,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6ab742f303f56769,10.21203/rs.3.rs-8952135/v1,Multi-Modal LLMs and Multi-Camera Tracking across an Edge- Fog-Cloud Architecture: Toward Inclusive Smart Urban Mobility,2026,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-3053335e57141eae,10.1109/tase.2025.3612154,Multi-Modal LLMs in Agriculture: A Comprehensive Review,2025,Scopus,Q5,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1cab3706f24971e4,,Multi-Modal Obstacle Detection in Unstructured Environments with Conditional Random Fields,2017,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-1567968bc3192972,10.5281/zenodo.19040867,Multi-Modal Remote Sensing Object Detection Data,2026,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-3f6851dbf232dbb3,10.11975/j.issn.1002-6819.2019.18.017,Multi-modal three-dimensional reconstruction of greenhouse tomato plants based on phase-correlation method; [基于相位相关的温室番茄植株多模态三维重建方法],2019,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-17507b0c5598f105,10.1007/s00138-015-0734-6,Multi-modality imagery database for plant phenotyping,2016,Scopus;OpenAlex,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-31004aabed4e9d8b,10.1109/icvadv63329.2025.10961482,"Multi-Model Deep Learning Framework for Plant Disease Detection and Classification using YOLOv5, Xception, and DenseNet",2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-e13206ce54fe5011,10.1093/forestry/cpw066,"Multi-model estimation of understorey shrub, herb and moss cover in temperate forest stands by laser scanner data",2017,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-e112435cc5b17bce,10.1109/icaica58456.2023.10405456,Multi-Model Fusion Vehicle Supervision System Based on Deep Learning,2023,Scopus;OpenAlex,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-791c6fdc70f01812,10.1109/icassp40776.2020.9053451,Multi-MotifGAN (MMGAN): Motif-Targeted Graph Generation and Prediction,2020,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-d55523ee0cf6846e,,Multi-Nutrient Mapping in Oil Palm Using Sentinel-2 and Random Forest: A Cost-Efficient Approach for Precision Agriculture,2025,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-b51849101b70df35,10.1061/9780784486269.034,Multi-Object Detection and Tracking in Complex Scenarios Using Hybrid Optimization Algorithms,2025,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c5e81c3704d417ae,,"Multi-Object Detection, Pose Estimation and Tracking in Panoramic Monocular Imagery for Autonomous Vehicle Perception",2020,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d8766ef86955c5ac,10.7527/s1000-6893.2025.31967,Multi-object feature association in UAV videos: Recent progress and perspectives; [无人机视频多目标特征关联技术研究进展],2026,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-0d5441782ffa3cf3,10.3390/s23083852,Multi-Object Multi-Camera Tracking Based on Deep Learning for Intelligent Transportation: A Review,2023,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6e79991f5d4c1a88,10.1109/dspa51283.2021.9535849,Multi-object Multi-sensor Tracking Simulation Using Poisson Multi-Bernoulli Mixture Filter,2021,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-8609bc80ceac4a6b,10.15849/ijasca.230320.11,Multi-Object Tracking Algorithm for Poultry Behavior Anomaly Detection,2023,Scopus,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7cb2f47152abcf16,,Multi-Object Tracking and Pose Estimation for Animals,2024,OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ac3db23dd880eb22,10.1109/metroagrifor66923.2025.11512512,Multi-Object Tracking for Apple Counting in Orchards Using Stereo Vision,2025,Scopus;OpenAlex,Q1;Q3;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-54e7bda2936929ed,10.1109/icmlcn64995.2025.11139955,Multi-Object Tracking for Collision Avoidance Using Multiple Cameras in Open RAN Networks,2025,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-adce51db08be209f,10.13031/aim.202400619,Multi-Object Tracking for Cotton Boll Counting in Ground Videos Based on Transformer,2024,Scopus;OpenAlex,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-1c73ffbffd4c7e1b,10.1016/j.compag.2022.107339,Multi-object tracking using Deep SORT and modified CenterNet in cotton seedling counting,2022,Scopus;OpenAlex,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
