review_order,record_id,doi,title,year,venue,authors,source_databases,query_ids,openalex_ids,scopus_eids,scopus_links,abstract_available,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,review_status,retrieval_status,retrieval_source,fulltext_path,extraction_status,document_type,ic1,ic2,ic3,ic4,ic5,ec2,ec3,ec4,decision,exclusion_code,evidence_pages,evidence_quote,reviewer,review_date,review_notes,updated_at,evidence_type,study_design,modality,task_scope,identity_mechanism,class_attribute,evaluation,key_finding,limitations
14474,R-cd8422876fa140fa,10.1109/icassp49660.2025.10889849,Multi-View Radar Detection Transformer with Differentiable Positional Encoding,2025,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Yataka, Ryoma (56703389200); Wang, Pu (14038330400); Boufounos, Petros (6506771989); Takahashi, Ryuhei (14044222300)",Scopus,Q2,,2-s2.0-105009600397,https://www.scopus.com/pages/publications/105009600397?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14475,R-cd9e1f32d75ebd65,10.1016/j.neucom.2024.129144,Investigating 3D object detection using stereo camera and LiDAR fusion with bird's-eye view representation,2025,Neurocomputing,"Nie, Xin (57204707402); Zhu, Lin (59203025700); He, Zhicheng (35145759800); Cheng, Aiguo (7402075318); Zhong, Shengshi (57460227400); Li, Eric (57203690932)",Scopus,Q2,,2-s2.0-85213255714,https://www.scopus.com/pages/publications/85213255714?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14476,R-ce8fe90cd974a4b3,10.1145/3711129.3711290,Citrus leaf disease detection algorithm based on lightweight YOLOv8n,2025,"Proceedings of 2024 8th International Conference on Electronic Information Technology and Computer Engineering, EITCE 2024","Ye, Yuan (59723001300); Yang, Degang (56138575800); Chen, Jing (59723813700)",Scopus,Q4,,2-s2.0-105001824436,https://www.scopus.com/pages/publications/105001824436?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14477,R-cf50ea64a46e013d,10.1016/j.optlastec.2025.113802,From population to single Plant: A maize point cloud segmentation method based on Layer-Wise label propagation algorithm and Mis-Segmentation leaf correction algorithm,2025,Optics and Laser Technology,"Li, Saiju (58864772800); Sun, Boyan (57666821900); Guo, Zheng (58864930300); Sun, Zhenyuan (58549051700); Ding, Yimin (57190374490); Zhu, Lei (57226055157)",Scopus;OpenAlex,Q3,W4413814476,2-s2.0-105014174688,https://www.scopus.com/pages/publications/105014174688?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14478,R-cff117a865944d12,10.1007/s10457-025-01216-6,Agroforlight: 3D light distribution modelling in agroforestry systems using high-resolution tree LiDAR scans,2025,Agroforestry Systems,"De Swaef, Tom (25521428400); Coudron, Willem (57222752632); Baeyens, Toon (57218685287); Calders, Kim (55574436900); Lootens, Peter (6602658042); Pardon, Paul (57190245925); Reubens, Bert (23475261500); Van Den Berge, Sanne (57193255861); De Frenne, Pieter (26641127100); Verheyen, Kris (55158044500)",Scopus;OpenAlex,Q3,W4410617091,2-s2.0-105005779652,https://www.scopus.com/pages/publications/105005779652?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14479,R-d1c8f470b173aa2f,10.1016/j.isprsjprs.2024.11.020,Accurate spaceborne waveform simulation in heterogeneous forests using small-footprint airborne LiDAR point clouds,2025,ISPRS Journal of Photogrammetry and Remote Sensing,"Li, Yi (55719220800); Yan, Guangjian (7202089880); Li, Weihua (57215535808); Xie, Donghui (7202588306); Jiang, Hailan (57203353506); Li, Linyuan (56716961500); Qi, Jianbo (56709162900); Hu, Ronghai (54408762200); Mu, Xihan (8271769900); Chen, Xiao (57211101588); Wei, Shanshan (54893420300); Tang, Hao (56292614700)",Scopus;OpenAlex,Q3,W4405564623,2-s2.0-85212447075,https://www.scopus.com/pages/publications/85212447075?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14480,R-d2b704e298bac949,10.1109/iros60139.2025.11246497,Towards Label-Free 3D Visual Grounding with Vision Foundation Models,2025,IEEE International Conference on Intelligent Robots and Systems,"Wu, Xiaopei (57221065404); Hou, Yuenan (57201307075); Lin, Binbin (55466850100); Zhu, Xinge (57206620753); Ma, Yuexin (57200040615); Liu, Haifeng (57191739487); Cai, Deng (35228598300); Sun, Xiao (59817815800)",Scopus,Q2,,2-s2.0-105030490081,https://www.scopus.com/pages/publications/105030490081?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14481,R-d46853c4b6c471d7,10.1109/icaice68195.2025.11382416,VineDet: A Deep Learning Method for Rapid Detection of Grapevine Leaf Diseases and Pests,2025,"2025 6th International Conference on Artificial Intelligence and Computer Engineering, ICAICE 2025","Zhu, Yuxi (60560193800)",Scopus,Q4,,2-s2.0-105034886063,https://www.scopus.com/pages/publications/105034886063?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14482,R-d74d135a7822e99a,10.1109/cac67268.2025.11487816,Optimizing irrigation management based on digital plant using Image-based 3D reconstruction,2025,"Proceedings - 2025 China Automation Congress, CAC 2025","Yang, Jiahong (58847608600); Chang, Fangle (58348971700); Ma, Longhua (7403575033); Lei, Xie (60676101400); Su, Hongye (7401459370)",Scopus,Q3,,2-s2.0-105040962651,https://www.scopus.com/pages/publications/105040962651?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14483,R-d78e7ec404043a37,10.1109/access.2025.3589161,GS-GVINS: A Tightly-Integrated GNSS-Visual-Inertial Navigation System Augmented by 3D Gaussian Splatting,2025,IEEE Access,"Zhou, Zelin (58875802800); Nie, Shichuang (59666834500); Uprety, Saurav (59665695700); Yang, Hongzhou (57189904121)",Scopus,Q2,,2-s2.0-105011180844,https://www.scopus.com/pages/publications/105011180844?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14484,R-d84b3304051dbefa,10.1007/s11042-024-19108-9,Score-based matching for city-scale multi-target multi-camera vehicle tracking,2025,Multimedia Tools and Applications,"Yang, Zong-Ye (59001499400); Liu, Chih-Wei (7409795702); Chen, Chao-Hung (57224977035); Chen, Chao-Wei (57224977034); Hsyu, Ming-Chun (57224969660)",Scopus;OpenAlex,Q2,W4395460917,2-s2.0-105001547656,https://www.scopus.com/pages/publications/105001547656?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14485,R-d8993dc0d93d4e18,10.1016/j.compag.2025.111058,UAV-borne RGB image and LiDAR fusion for reconstruction of 3D simulated hyperspectral data for crop growth parameter estimation,2025,Computers and Electronics in Agriculture,"Tang, Weijie (57231908200); Liu, Mingjia (58079796800); Zhao, Ruomei (57218196044); Liu, Guohui (57945289200); Sun, Hong (55729299200); Guo, Changle (60013930700); Liu, Yang (57221531487); An, Lulu (57223282177); Li, Minzan (57204839083)",Scopus;OpenAlex,Q3,W4415229624,2-s2.0-105018458550,https://www.scopus.com/pages/publications/105018458550?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14486,R-d8d63cb3b9db2f69,10.1007/978-981-96-3942-7_31,Segmentation of Tapioca Plants Point Cloud Data from Irregular Ground Surfaces,2025,Lecture Notes in Networks and Systems,"Prince Sahaya Brighty, S. (57216486410); Anuradha, R. (57190793852); Sandeep, M. (57223949337)",Scopus;OpenAlex,Q3,W4412656655,2-s2.0-105012922746,https://www.scopus.com/pages/publications/105012922746?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14487,R-dc70214bf41e9a0e,10.1109/tits.2025.3564413,Adaptive Searching Range-Based Data Association for Multi-Object Tracking With Multi-Information Fusion,2025,IEEE Transactions on Intelligent Transportation Systems,"Liu, Mingjie (57216414333); Wu, Menghan (59363834500); Wang, Wentao (60398449000); Liu, Ping (56066018800); Chang, KyungHi (16678243500); Li, Minglu (57944469600); Piao, Changhao (8651863500)",Scopus,Q2,,2-s2.0-105005313519,https://www.scopus.com/pages/publications/105005313519?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14488,R-e006fb7d63f146f0,10.1016/j.atech.2025.101517,"Photogrammetry-based 3D plant root imaging and phenotyping: Platforms, technologies, algorithms, and future directions",2025,Smart Agricultural Technology,"Perocho, Perrie Lance (60140931500); Concepcion, Ronnie (57208041010)",Scopus,Q3,,2-s2.0-105018747917,https://www.scopus.com/pages/publications/105018747917?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14489,R-e051a5a2b245d6b2,10.7671/j.issn.1001-411x.202502012,Research on navigation method in closed-canopy orchard based on 3D LiDAR,2025,Journal of South China Agricultural University,"Zhang, Zhigang (55613239464); Bao, Kaiyuan (58929190100); Zhang, Wenyu (56597106200); Ding, Fan (57211334579); Tong, Zongyi (60028071000); Zhou, Fukang (60101842000)",Scopus,Q3,,2-s2.0-105016132061,https://www.scopus.com/pages/publications/105016132061?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14490,R-e0f11e3bd44bd206,10.1109/tip.2024.3427701,HeightFormer: Explicit Height Modeling Without Extra Data for Camera-Only 3D Object Detection in Bird's Eye View,2025,IEEE Transactions on Image Processing,"Wu, Yiming (57201324849); Li, Ruixiang (57953302700); Qin, Zequn (57203596245); Zhao, Xinhai (58144275700); Li, Xi (58414666400)",Scopus,Q2,,2-s2.0-85204135610,https://www.scopus.com/pages/publications/85204135610?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14491,R-e3d412ec7ef28add,10.2139/ssrn.5317655,Grape Segmentation - Dataset and Benchmarking,2025,SSRN Electronic Journal,D. Nguyen; Cong-Son TRINH; Huy-Hoang NGUYEN; Van-Binh PHAM,OpenAlex,Q4,W4411604384,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14492,R-e4a4789fbcb98e8a,10.6041/j.issn.1000-1298.2025.03.008,Three-dimensional Reconstruction and Phenotype Detection of Citrus Fruits Based on Single-view RGBD Images; [基于单视角RGBD图像的柑橘果实三维重建与表型检测方法],2025,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,"Xu, Shengyong (7404439151); Yi, Tongzhou (59718765000); Qin, Ziyi (59547135800); Fan, Qingtao (59718903300); Yang, Honglei (59718489000); Li, Shanjun (43561629400)",Scopus,Q3,,2-s2.0-105001588560,https://www.scopus.com/pages/publications/105001588560?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14493,R-e4d235cf2bf217ca,10.1109/aiccsa66935.2025.11315189,AgriFormer: Advancing 3D LiDAR-based Biomass Prediction through Hierarchical Feature Learning,2025,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA","Khan, Malik Shahzaib (60466369300); Ahmed, Faareh (58891295800); Wahab, Abdul (60465217000); Zafar, Zuhair (56462691100); Berns, Karsten (7006119626); Fraz, Muhammad Moazam (56381648300)",Scopus,Q3,,2-s2.0-105032386889,https://www.scopus.com/pages/publications/105032386889?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14494,R-e759f79428a0430b,10.1109/cscwd64889.2025.11033571,Inf3DNet:Multimodal Fusion 3D Target Detection for Infrastructure,2025,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD","Yao, Jingchao (58807212600); Zhou, Jian (58807220400); Su, Nan (59768689900); Liu, Fengwen (59226547000); Li, Jie (60011986800); Zheng, Song (60011278300); Hu, Wenqiang (8858483900)",Scopus,Q2,,2-s2.0-105011517279,https://www.scopus.com/pages/publications/105011517279?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14495,R-e9ab41229cdb8750,10.1007/978-981-96-4606-7_19,Integration Vision-Language Models for Feature Extraction in Multi-camera Multi-object Tracking,2025,Lecture Notes in Computer Science,"Trung, Nguyen Hoang (58550085000); Son, Trieu Thien (59736273300); Van Su, Tran (6504630642); Hung, Phan Duy (24766148400)",Scopus;OpenAlex,Q2,W4409250641,2-s2.0-105002576115,https://www.scopus.com/pages/publications/105002576115?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14496,R-ea910a435a1dacba,10.1002/2688-8319.12399,Utilising LiDAR-equipped iPhone in forestry: Constructing 3D models and measuring tree sizes in a planting site,2025,Ecological Solutions and Evidence,"Oikawa, Nozomi (59664293200); Nakagawa, Yuji (55844808300); Owari, Toshiaki (6508086890); Tatsumi, Shinichi (55844788800); Suzuki, Satoshi N. (55566287500)",Scopus,Q3,,2-s2.0-85219575675,https://www.scopus.com/pages/publications/85219575675?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14497,R-eb08fe434bcdaf1b,10.1007/s42853-025-00265-0,Recognition of Apple Fruit at Maturity Based on Neural Radiance Field and PointNeXt,2025,Journal of Biosystems Engineering,"Wang, Jianhang (59217986800); Wang, Huiyan (58864277900); Liu, Binxiao (58863506000); Gong, Jinliang (8652865100); Zhang, Yanfei (55986547700)",Scopus;OpenAlex,Q3,W4411827105,2-s2.0-105009467671,https://www.scopus.com/pages/publications/105009467671?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14498,R-ee9b243530bc9779,10.1016/j.compag.2024.109750,An algorithm for robust tree detection in ground-based point clouds based on classical mechanics,2025,Computers and Electronics in Agriculture,"Manso, Rubén (54793074500); Cabo, Carlos (55940944800)",Scopus,Q3,,2-s2.0-85211236482,https://www.scopus.com/pages/publications/85211236482?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14499,R-efdd44747edc63f3,10.3390/s25020431,"Combining a Standardized Growth Class Assessment, UAV Sensor Data, GIS Processing, and Machine Learning Classification to Derive a Correlation with the Vigour and Canopy Volume of Grapevines",2025,Sensors,"Dillner, Ronald P. (59524536700); Wimmer, Maria A. (57191904489); Porten, Matthias (6507552710); Udelhoven, Thomas (6701381246); Retzlaff, Rebecca (6602899831)",Scopus,Q3,,2-s2.0-85215822598,https://www.scopus.com/pages/publications/85215822598?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14500,R-f3ac41be0999d997,10.1016/j.engappai.2025.112314,Camera-invariance correlation learning and inter-domain-specific distinct representation for person re-identification,2025,Engineering Applications of Artificial Intelligence,"Zhu, Shangdong (57207876112); Zhang, Yunzhou (55910528700); Duan, Peng (57202258155)",Scopus,Q2,,2-s2.0-105016305868,https://www.scopus.com/pages/publications/105016305868?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14501,R-f44f52c1ee12de8a,10.21203/rs.3.rs-6525540/v1,A Unified Approach for Dynamic Tree Segmentation using LiDAR Point Cloud Data,2025,Research Square,Nakshi Milan Shah; Sanid Chirakkal; Deepak Putrevu; Shruti J. Raval,OpenAlex,Q3,W4409898418,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14502,R-f59c3ed7246bc6fc,10.1109/tpami.2024.3463966,Unveiling the Power of Self-Supervision for Multi-View Multi-Human Association and Tracking,2025,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Feng, Wei (56471162500); Wang, Feifan (57962148000); Han, Ruize (57195939589); Gan, Yiyang (57224068529); Qian, Zekun (57547887400); Hou, Junhui (36989331100); Wang, Song (55775934200)",Scopus,Q2,,2-s2.0-86000372084,https://www.scopus.com/pages/publications/86000372084?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14503,R-f6ae9579bc753ba2,10.17660/actahortic.2025.1433.33,3D pose estimation for robotic tomato harvesting using convolutional neural networks,2025,Acta Horticulturae,"Marin, F.B. (35090097500); Matache, M.G. (55010190400); Marin, M. (57197126225); Buruiana, L.D. (59974681300); Gurău, G. (36716151700)",Scopus,Q3,,2-s2.0-105009754151,https://www.scopus.com/pages/publications/105009754151?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14504,R-f79950ffdd45c2be,10.11975/j.issn.1002-6819.202411172,Three-dimensional reconstruction of small tree seedlings based on 3DGS; [基于 3D Gaussian Splatting 的小型苗木三维重建],2025,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,"Hao, Jinyi (60079611100); Xu, Aijun (8564267200); Zhou, Suyin (57201635408); Ye, Junhua (57449082800)",Scopus,Q3,,2-s2.0-105014718933,https://www.scopus.com/pages/publications/105014718933?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14505,R-fa4aa7cd9f8fea83,10.1109/ictc66702.2025.11388692,Industrial Anomaly Detection Under Background Clutter: A Foreground Extraction Study with RGB and 3D Data,2025,International Conference on ICT Convergence,"Kim, Gibeom (60565935700); Kim, Hyejin S. (59054250400)",Scopus,Q3,,2-s2.0-105035076144,https://www.scopus.com/pages/publications/105035076144?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14506,R-fb6008f9ac964999,10.1016/j.compag.2025.110890,3D skeletonization and phenotyping for soybean root system architecture using a bio-inspired algorithm,2025,Computers and Electronics in Agriculture,"Zhou, Xuehai (58853026500); Yang, Tianzi (57215967163); Xu, Rui (59363310500); Bucksch, Alexander (23097176000); Dutilleul, Pierre (7003801302); Torkamaneh, Davoud (54409587200); Sun, Shangpeng (57192920402)",Scopus,Q3,,2-s2.0-105016470512,https://www.scopus.com/pages/publications/105016470512?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14507,R-fd712bd0227f905d,10.1007/978-3-031-78038-7_5,Automated mango quality assessment in smart environments: A custom YOLO model for surface characteristic analysis,2025,Empowering AI Applications in Smart Life and Environment,"Prabhu, Akshatha (57482771200); Rani, N. Shobha (59390286400); Krishna, Arun Sri (57670256400); Wang, Zhenglin (36783741200); Manohar, N. (56764071000)",Scopus,Q4,,2-s2.0-105004953888,https://www.scopus.com/pages/publications/105004953888?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14508,R-fdfd8e1320e1665e,10.16791/j.cnki.sjg.2025.06.015,Comprehensive experimental design of skeleton extraction for rice leaf point clouds; [水稻叶片点云骨架提取的综合实验设计],2025,Experimental Technology and Management,"Zhang, Liankuan (11639367400); Lin, Yuliang (60176556700); Cai, Xianzi (57217077672); Zhang, Xin (60176275600); Cen, Guanjun (27867554400)",Scopus,Q3,,2-s2.0-105020728025,https://www.scopus.com/pages/publications/105020728025?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14509,R-005cab2878e57a7e,10.1016/j.compag.2026.112055,MaizeStereo: 2D Gaussian splatting-driven stereo foundation model for in-field proximal 3D maize phenotyping,2026,Computers and Electronics in Agriculture,"Niu, Ziang (57444634000); Liu, Siqi (60706520900); Gao, Yuan (60143773800); Huang, Ting (58778300100); He, Yong (59044132900); Qiu, Zhengjun (12781155500)",Scopus;OpenAlex,Q3,W7165798317,2-s2.0-105042678500,https://www.scopus.com/pages/publications/105042678500?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14510,R-01a92d503db65fad,10.1016/j.jfoodeng.2025.112820,Proof-of-concept evaluation of a 3D laser profiling system prototype for real-time woody breast detection of broiler breast fillets,2026,Journal of Food Engineering,"Zhang, Jiaming (60107930800); Lu, Yuzhen (57116702400)",Scopus;OpenAlex,Q3,W4414299817,2-s2.0-105016543954,https://www.scopus.com/pages/publications/105016543954?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14511,R-02adcf5b7b868806,10.6041/j.issn.1000-1298.2026.11.030,Apple Ripeness Detection and Low-damage Harvesting Based on YOLO 11n - LDA; [基于YOLO 11n-LDA的苹果成熟度识别与低损采摘方法],2026,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,"Niu, Jinxing (36010945400); Yang, Xinyuan (60675809200); Zhang, Tao (55547106103); Shi, Shuheng (15052241000); Yu, Qingyuan (59718688400); Bi, Mingbo (59755791900)",Scopus,Q3,,2-s2.0-105041082221,https://www.scopus.com/pages/publications/105041082221?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14512,R-039878a3e154c65d,10.1016/j.engappai.2026.115520,Cross-view visual positioning of unmanned aerial vehicle based on the hierarchical feature guided fusion pyramid network,2026,Engineering Applications of Artificial Intelligence,"Yu, Bolong (60705806500); Geng, Xuexian (12786900700); Fang, Zhixiang (9632604800); Xiong, Shengwu (57203905556); Qin, Jiaming (60705924500)",Scopus,Q2,,2-s2.0-105042676844,https://www.scopus.com/pages/publications/105042676844?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14513,R-0760b36c3c29c44c,10.1007/978-981-95-6111-7_28,A Scalable Smart Traffic Surveillance Framework Using Multi-camera Deep Vision,2026,Lecture Notes in Electrical Engineering,"Quynh, Hoa Dam Nguyen (60656577100); Minh, Thong Vu (60655819500); Hoang, Anh Nguyen (60656325400); Hai, Long Nguyen (60656200800); Bay, Nguyen Van (60656448100); Thanh, Duong Huu (60656444800); Trung, Nguyen Quoc (60165679000)",Scopus,Q2,,2-s2.0-105040579211,https://www.scopus.com/pages/publications/105040579211?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14514,R-0b128a9dbed93276,10.1007/s11554-025-01844-2,DBPC-DETR: a lightweight dual backbone network for real-time identification of multi-scale grape leaf diseases under field conditions,2026,Journal of Real-Time Image Processing,"Xu, Dayu (20736032000); Mao, Xiaobo (59938995800); Xia, Fang (59794450100)",Scopus;OpenAlex,Q4,W7121657757,2-s2.0-105027331244,https://www.scopus.com/pages/publications/105027331244?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14515,R-0b1f7741b999e7d1,10.1117/12.3095377,HEFM-YOLO: A lightweight model for apple leaf disease detection in real-world environments,2026,Proceedings of SPIE - The International Society for Optical Engineering,"Li, Xiaojuan (60371122800); Wang, Chaojie (60009910900); Yang, Sen (60370925700); Ouyang, Qiuxue (59257885900); Wang, Zengbin (60370821200)",Scopus,Q4,,2-s2.0-105029344655,https://www.scopus.com/pages/publications/105029344655?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14516,R-0ceeafc4979439cb,10.1016/j.uclim.2026.103028,From 2D to 3D: Synergistic controls of surface composition and tree architecture on vertical microclimate of subtropical urban parks,2026,Urban Climate,"He, Qiduo (60735859500); Chen, Siqi (60735807100); Lei, Huijie (60735699900); Li, Jiawei (60735645000); Yan, Hai (37079792500); Pan, Chunyu (57226018899); Li, Chong (37079386700); Shao, Feng (57204454617); Cai, Yue (57201684408)",Scopus,Q3,,2-s2.0-105044463752,https://www.scopus.com/pages/publications/105044463752?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14517,R-0fc558f4ae07683b,10.1109/icirca69024.2026.11570331,An Intelligent Multi-Camera Framework for Low-Light Object Detection and Real-Time Driver Alerts in Heavy Vehicles,2026,"7th International Conference on Inventive Research in Computing Applications, ICIRCA 2026 - Proceedings","Hemalatha, R. (59942676700); Manoranjitham, R. (56543657500); Punitha, S. (57191094079); Sathish, Malathi (60728891300); Ji, Gopal (53979892100); Singh, Manvandra Kumar (57193759459)",Scopus,Q2,,2-s2.0-105044230573,https://www.scopus.com/pages/publications/105044230573?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
