record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-4e33246534547d3e,,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",2017,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2a03d0bae2550937,,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",2018,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cc7c60770a2ee905,10.1109/tgrs.2016.2543225,International Benchmarking of the Individual Tree Detection Methods for Modeling 3-D Canopy Structure for Silviculture and Forest Ecology Using Airborne Laser Scanning,2016,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: International Benchmarking of the Individual Tree Detection Methods for Modeling 3-D Canopy Structure for Silviculture and Forest Ecology Using Airborne Laser Scanning. Canopy structure plays an essential role",,pending
R-40421cf0452b97b2,,"International Conference on Agricultural Technology, Engineering and Environmental Sciences",2019,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ea560415407db0dd,,"International Conference on AI and Robotics, AIR 2025",2026,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-21dcef8df2b27904,,"International Conference on Applications in Electronics Pervading Industry, Environment and Society, APPLEPIES 2017",2019,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9f5cfe23da5cc520,,"International Conference on Automation, AUTOMATION 2021",2021,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cac10a675c5a7194,,"International Conference on Automation, Computing and Renewable Systems, ICACRS 2022 - Proceedings",2022,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fe4a807742818226,,"International Conference on Chinese Intelligent Systems Conference, CISC 2016",2016,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f50cda1b635cc43a,,"International Conference on Cloud Computing, Performance Computing, and Deep Learning, CCPCDL 2023",2023,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7bf00391a5661a41,,"International Conference on Computational Intelligence: Theories, Applications and Future Directions, ICCI 2017",2019,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c57d3ddbfbfa4c14,,"International Conference on Computing, Communication, Cybersecurity and AI, C3AI 2025",2026,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-578f6550973050da,,"International Conference on Data Analytics and Management, ICDAM 2023",2023,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-668daa1c5143d683,,"International Conference on Data Analytics and Management, ICDAM 2023",2024,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-efb545a4ad074e26,,"International Conference on Embedded Wireless Systems and Networks, EWSN 2021",2021,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-1171ef5284dcb0f6,,"International Conference on Emerging Research in Computing, Information, Communication, and Applications, ERCICA 2024",2025,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-bc285b14916811ed,,"International Conference on Emerging Technologies in Computer Science for Interdisciplinary Applications, ICETCS 2024",2024,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0ad8e962a1365361,,"International Conference on Emerging Trends and Applications in Artificial Intelligence, ICETAI 2023",2024,Scopus,Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2db984d9f370c080,,"International Conference on Energy Transition and Exhibition, ICETe 2024",2025,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fb7b311774a4cfdb,,"International Conference on Frontiers of Traffic and Transportation Engineering, FTTE 2025",2026,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f2b76763d92b80cc,,"International Conference on Green Energy, Computing, and Intelligent Technology, GEn-CITy 2023",2024,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-1327ee70e0e89e4d,,"International Conference on Intelligent Computing and Advances in Communication, ICAC 2020",2021,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-70c42181c845b54b,,International Conference on Sustainable Energy and Green Technology 2019,2020,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-dfe348ecb48f9d4a,10.1109/igarss.2016.7730486,"International development of multi-band Pol-InSAR satellite sensors for protecting the flora and fauna as well as natural land and coastal environment within the equatorial belt of +/- 23.77°, +/-18°, +/-12° and +/- 8° Latitude",2016,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7ac4b13245588b59,,International Graduate Conference of Built Environment and Surveying 2023,2023,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f84822e67b3fe08d,,"International Symposium on Innovative and Interdisciplinary Applications of Advanced Technologies, IAT 2025",2026,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9f3d827750351b32,,"International Workshop on Tropical Wetlands: Innovation in Mapping and Management, 2018",2020,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-52c246275f961ff8,,Internet of Drones Security and Privacy,2024,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-3ddffdb7732d7644,10.1002/9781394167760.ch18,Internet of Things and Artificial Intelligence in Smart Cities,2025,Scopus;OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-287810fda1df7ef0,10.1016/j.teler.2023.100096,Internet of things empowering operations management; A systematic review based on bibliometric and content analysis,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ca4a0773c905fb9b,10.1109/pvsc48317.2022.9938548,Interposed versus Juxtaposed Solar Array Configurations for Agrivoltaics,2022,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-14907f5fd92405b0,10.1201/9781003637264-8,Interpretable AI in Agriculture,2026,OpenAlex,Q5,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: nerative AI models for improved feature attribution. By incorporating explainability into plant disease detection, AI models can become more transparent, trustworthy, and applicable in real-world agricultural environments. This will foster broader adoption of AI-",,pending
R-fd09d3ca2fba34ce,10.3390/rs18030387,Interpretable Deep Learning for Forecasting Camellia oleifera Yield in Complex Landscapes by Integrating Improved Spectral Bloom Index and Environmental Parameters,2026,OpenAlex,Q7,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: . This framework provides an effective and transferable approach for remote sensing-based yield estimation of flowering and fruit-bearing crops in complex landscapes.",,"global production, yield, biomass, or land-use output: . This framework provides an effective and transferable approach for remote sensing-based yield estimation of flowering and fruit-bearing crops in complex landscapes.",not_needed
R-ad51735357779a42,10.1109/icic68054.2025.11309531,Interpretable Leaf Disease Detection in Home Gardens with an Efficient Deep Learning Approach,2025,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Interpretable Leaf Disease Detection in Home Gardens with an Efficient Deep Learning Approach. Home-garden agriculture plays a vital role in household food security but is highly suscept",,pending
R-16b128aca18ddfb0,10.1080/01431161.2026.2691983,Interpretable machine learning and causal inference for maize LAI estimation from UAV multimodal imagery,2026,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-735fb864dd249cc1,10.1109/icimcis68501.2025.11327346,Interpretable Model for Oil Palm Fruit Ripeness Level Classification,2025,Scopus;OpenAlex,Q6,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: vest time for oil palm fruit is essential in the palm oil industry, as the quality of the yield is primarily influenced by the ripeness level of the fruit bunch. However, manual ripeness assessment by farmers often results in a subjective and inefficient process, potentially leading to suboptimal product quality. This research is motivated by th",,"global production, yield, biomass, or land-use output: vest time for oil palm fruit is essential in the palm oil industry, as the quality of the yield is primarily influenced by the ripeness level of the fruit bunch. However, manual ripeness assessment by farmers often results in a subjective and inefficient process, potentially leading to suboptimal product quality. This research is motivated by th",not_needed
R-aa07e27a028e879f,10.1016/j.neucom.2026.134426,Interpretable refinement of medical foundation-model segmentation via visual thinking states and uncertainty gating,2026,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-db29321830b27b7c,10.3390/rs8030188,Interpretation of forest resources at the individual tree level in Japanese conifer plantations using airborne LiDAR data,2016,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: ent topic of study. This study attempted to assess the utility of ALS data for individual tree detection and species classification in a mixed forest with a high canopy density. For comparison, two types of tree tops and tree crowns in the study area wer",,pending
R-5e0c59e3a98e92d8,10.1016/j.jid.2018.05.014,Interpretation of the Outputs of a Deep Learning Model Trained with a Skin Cancer Dataset,2018,OpenAlex,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-33227063ec6ee45d,10.17576/jsm-2015-4401-15,Interpretation of upper-storey canopy area in subtropical broadleaved forests in Okinawa Island using laser scanning data,2015,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: 33.7% of upper-storey canopy area was successfully delineated. The low accuracy level of canopy detection in Yambaru Forest area was expected mainly due to tree structure, density and topographic condition.",,pending
R-4645fdc27f78d274,10.1007/s10409-025-25083-x,Interscale analysis of sediment clusters amid turbulence; [湍流中沉积物集群的尺度间分析],2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fe6556e538f5e918,10.1093/iti/liad003,Intersection analysis using computer vision techniques with SUMO,2023,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: t, an efficient deep-visual tracking pipeline is proposed by using the off-the-shelf YOLO object detection architecture and cascading it with a discriminative correlation filter to produce reliable trajectories for traffic analysis of vehicles and pedestri",,pending
R-f6d802eab8d5cd6a,10.1038/s41598-025-94577-y,Interspecies crosstalk between Magnaporthiopsis maydis and Fusarium verticillioides in mutually infected maize plants,2025,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-5fa76c3c99c3ddd8,10.4324/9781315545530-10,Interview with Julie and John Gottman 1,2019,OpenAlex,Q2,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-c3db92b964bd33f0,10.51202/9783181024065-267,Intra row weeding in sugar beets with the use of Artificial Intelligence From theory to practice,2022,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9756e23e79416309,10.3390/rs13010107,Intra-annual variabilities of rubus caesius l. Discrimination on hyperspectral and lidar data,2021,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-ae7f932d91942462,10.6041/j.issn.1000-1298.2020.s2.040,Intra-row Path Extraction and Navigation for Orchards Based on LiDAR; [基于激光雷达的果园行间路径提取与导航],2020,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-8750560588016f96,10.1093/cdn/nzaa168,Introducing a suite of low-burden diet quality indicators that reflect healthy diet patterns at population level,2020,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-305680d79497ac3a,10.36950/2023.2ciss060,Introducing a time-efficient workflow for processing IMU data to identify sport-specific movement patterns,2023,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-0cd3ea6436b60ea6,10.1109/metroagrifor55389.2022.9965084,Introducing on-the-go sensing rover for vines canopy abiotic stressors detection,2022,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Introducing on-the-go sensing rover for vines canopy abiotic stressors detection. In this paper, we proposed a new unmanned terrestrial vehicle (UTV) for the detection of vine canopy abiotic stress. The developed UTV is a customiz",,pending
R-8ab81cb13d86b2c7,10.1016/j.rsase.2026.102038,"Introducing SMAI: A simplified biodiversity index, integrating UAV LiDAR and multispectral data for operational mangrove monitoring",2026,Scopus;OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-98c9810b11cb61f4,10.20965/ijat.2021.p0301,Introduction of all-around 3d modeling methods for investigation of plants,2021,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: nd passive methods. We describe their advantages and disadvantages. Structure-from-motion/multi-view stereo (SfM/MVS), a passive method, is the most frequently used measurement method for plants. It is described in terms of “forward intersection” and",,pending
R-f2e8483aa3da01f9,10.1016/j.compag.2025.110132,"Introduction risk assessment for quarantine pests by environmental monitoring, object detection and Monte Carlo simulation",2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-4f3cb1b1130be70f,10.1016/b978-0-443-19047-6.00001-1,Introduction to carbon nanotubes and their specifications in agriculture,2025,Scopus;OpenAlex,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-4b5e65c31e524ecc,10.55927/ajae.v2i3.5003,Introduction to Citrus Fruit Ripens Using the Deep Learning Convolutional Neural Network (CNN) Learning Method,2023,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: thod used is CNN, which has advantages in computer vision applications, face recognition, object detection, image recognition, and visual recognition. Datasets in the form of orange images are collected to be applied to the Machine Learning method. The tes",,pending
R-50499a85a9e63e0a,10.70593/978-81-984306-5-6_1,Introduction to hybrid cloud paradigms: Bridging public and private clouds,2025,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-7cdb7d9c6d8f960a,10.1007/978-3-032-16668-5_1,Introduction to Remote Sensing and GIS in Mangrove Monitoring and Management,2026,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-af82b109efc1ea36,10.1016/j.bpj.2021.09.024,Introduction to special issue: Biophysics of development,2021,OpenAlex,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c74f29368374c85a,10.1287/inte.2017.0918,Introduction: 2016 Daniel H. Wagner Prize for Excellence in Operations Research Practice,2017,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-5687a70802993048,10.1007/978-981-95-5311-2_1,Introduction: Africa’s Challenges and Progress in Global Food Security,2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fc92041066e2484c,10.5325/shaw.40.1.0001,Introduction: Bernard Shaw and New Media,2020,OpenAlex,Q2,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-814d9e863aaa3e0a,10.1007/978-3-031-03502-9_24,Intuitive Robot Programming and Interaction Using RGB-D Perception and CNN-Based Objects Detection,2022,OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0a20113dc79001f8,10.1109/icra.2015.7139809,Intuitive visual teleoperation for UGVs using free-look augmented reality displays,2015,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: and the software system of our free-look HMD approach on our UGV. Our approach allows for multi-view, i.e, several operators can collaborate on a given task. What is more, we augment the spherical image with heading and orientation information of the",,pending
R-25a0bde061cd0265,10.3389/fpls.2016.01528,Invasive shrub mapping in an urban environment from hyperspectral and LiDAR-derived attributes,2016,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: tance from roads increased. This study shows the feasibility of producing highly accurate detection maps of plant invasions in urban environments using a fusion of remotely sensed data, as well as the ability to use these products to guide management decisions.",,pending
R-a240582ac25d9a97,10.1146/knowable-053024-2,Invasive species are transforming the Everglades,2024,OpenAlex,Q1,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,broad visual target-operation evidence: er them part of the natural habitat. Non-native plants make up a third of Florida's total plant biomass; introduced birds account for a third of bird sightings in Miami-Dade County. A staggering 92 percent of reptiles and amphibians in Miami parks are non-native as well. Florida is effectively a zoo of alien species.Only now are,,pending
R-28de12515f825bce,,INVENTARISASI JENIS LALAT BUAH(DIPTERA: TEPHRITIDAE) YANG MENGUNJUNGI TANAMAN MANGGA (MANGIFERA INDICA),2015,OpenAlex,Q4,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-abfc93ddb7f8ada4,10.1109/southeastcon45413.2021.9401851,Inventory management of the refrigerator's produce bins using classification algorithms and hand analysis,2021,Scopus;OpenAlex,Q1,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: system was 87% accurate for classifying an empty hand, 85% accurate on a hand holding an apple, and 74% accurate on a hand holding an orange. The system was 93% accurate at detecting what was added or removed from the refrigerator.",,pending
R-a815e163ed5cc4a2,10.11113/aej.v12.17822,INVENTORY OF HIGH VALUE CROPS USING LIDAR DATA AND GIS IN LANAO DEL NORTE PHILIPPINES,2022,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: cilities, among others. This study extracted agricultural crops like rice, corn, coconut, banana, and mango present in the province of Lanao Del Norte using Light Detection and Ranging (LiDAR) technology and Geographic Information System (GIS). LiDAR is an active remote sensing system with an illumination source from las",,pending
R-686982df13ea37a3,10.1371/journal.pone.0325757.t003,Inventory of inputs.,2025,OpenAlex,Q1,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: enting NBSs at pilot sites and using the Monitoring, Reporting and Verification system to track GHG emissions and SOC changes in the field, carbon stocks increased: −179.2 kg CO₂ eq in the peach orchard and −186.3 kg CO₂ eq in the olive grove. GHG emissions reduced by 16.4% in peach cultivation and 51.1% per hectare in olive grove. Main emiss","global production, yield, biomass, or land-use output: ns on soil carbon storage capacity and greenhouse gas (GHG) emissions, (3) integrate soil carbon stock dynamics into LCA methodologies to improve accuracy in carbon footprint assessments, and (4) highlight the importance of soil organic carbon (SOC) pools and soil properties in refining LCA interpretations for sustainable land managem",pending
R-d028d8b34fa189a4,10.18330/jwallacea.2022.vol11iss1pp53-70,Inventory of plants in the Mangrove Botanic Garden of Gunung Anyar and their potential as medicinal plants; [Inventarisasi tumbuhan di Kebun Raya Mangrove Gunung Anyar dan potensinya sebagai tumbuhan obat],2022,Scopus;OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-286d96bbd9f2d9a0,10.1109/ted.2023.3268254,Inverse-Cherenkov Dielectric Laser Accelerator with a Prism-Slab Structure Driven by Single-Side Laser,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7e9fa0b11119abcb,10.13275/j.cnki.lykxyj.2019.05.011,Inversion of Biomass Components for Larix olgensis Plantation Using Airborne LiDAR; [基于机载激光雷达的落叶松组分生物量反演],2019,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-df691704fe085e45,10.1109/clei.2017.8226374,Inverted tracking algorithm for the field survey through artificial vision and robotics,2017,Scopus,Q5,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7c8cec3eb0558e4f,10.3390/s19173652,Investigating 2-D and 3-D proximal remote sensing techniques for vineyard yield estimation,2019,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,operation on a named target: evels and two canopy treatments. The RGB imagery (bunch- and plant-level) underwent image segmentation before the fruit area was estimated using a calibrated pixel area. RGB-D imagery captured at bunch-level (mesh) and plant-level (point cloud) was reconstructed for fr,"global production, yield, biomass, or land-use output: Investigating 2-D and 3-D proximal remote sensing techniques for vineyard yield estimation. Vineyard yield estimation provides the winegrower with insightful information regarding the expected yield, facilitating managerial decisions to achieve maximum quantity and q",pending
R-cd9e1f32d75ebd65,10.1016/j.neucom.2024.129144,Investigating 3D object detection using stereo camera and LiDAR fusion with bird's-eye view representation,2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2a0c7492cb625f38,10.2172/1823108,Investigating Application of LiDAR for Nuclear Power Plants,2021,OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-8da91b95b018f0fe,10.1002/rse2.70029,Investigating boreal forest successional stages in Alaska and Northwest Canada using UAV-LiDAR and RGB and a community detection network,2026,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: individual-target evidence; full-text review required,"individual-target evidence: ctories. We first applied UAV‐derived spectral and structural tree attributes to classify individual trees into plant functional types representative of boreal forest succession, amely, evergreen and deciduous . Second, we built a forest‐patch network to c",,pending
R-47fc48f408d1b22f,10.22004/ag.econ.263298,Investigating bruise susceptibility of pomegranate cultivars during postharvest handling,2017,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: l fruit. Impact threshold level required to cause bruising was investigated by subjecting fruit to damage at different drop heights (5, 10, 15, 20 and 25 cm) which corresponded to low impact energy levels. Bruise size (area and volume) and bruise susceptibility (bruise volume per unit of impact energy) at higher drop heights",,pending
R-a708fa03bdf1767d,10.1109/ghtc46280.2020.9342881,Investigating Cash Flow in the Agricultural Supply Chain within Kenya,2020,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-8c294290ae31e2f0,10.1109/ssrr50563.2020.9292621,Investigating Deep Learning Architectures towards Autonomous Inspection for Marine Classification,2020,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: tal ten architectures/combinations were tested ranging from traditional classification to object detection and instance segmentation. All the architectures were trained on a dataset containing images from ballast tanks with varying degree of corrosion. The,explicit global or image-level output: ed. The produced segmentation can then be used to compute the condition of the vessel. In total ten architectures/combinations were tested ranging from traditional classification to object detection and instance segmentation. All the architectures were trained on a dataset containing images from ballast tanks with varying degr,pending
R-ac8ebd02c94050f9,10.5194/egusphere-egu24-5766,"Investigating Deep Learning Techniques to Estimate Fractional Vegetation Cover in the Australian Semi-arid Ecosystems combining Drone-based RGB imagery, multispectral Imagery and LiDAR data.",2024,OpenAlex,Q3,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: heir balance and resilience. The assessment of FVC is important for evaluating vegetation biomass and carbon stocks, pivotal components of ecosystem health. The precise mapping of FVC across various scales involves three key cover types: photosynthetic vegetation (PV), representing ground covered by green leaves facilitating",,"global production, yield, biomass, or land-use output: heir balance and resilience. The assessment of FVC is important for evaluating vegetation biomass and carbon stocks, pivotal components of ecosystem health. The precise mapping of FVC across various scales involves three key cover types: photosynthetic vegetation (PV), representing ground covered by green leaves facilitating",not_needed
R-db6710275a73831b,10.5210/fm.v26i11.12355,Investigating digital sustainability: A retrospective bibliometric analysis of literature leading to future research directions,2021,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-83704d110be49353,10.3390/jeta4010011,Investigating Epistemic Uncertainty in PCB Defect Detection: A Comparative Study Using Monte Carlo Dropout,2026,OpenAlex,Q4,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-5c395583dc313458,10.1002/hyp.15247,Investigating hydrological recovery in regenerating coniferous stands in snow-dominated watersheds using simultaneous localization and mapping-enabled mobile terrestrial LiDAR,2024,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-25a08fe463c1f539,10.1029/2018jg004394,Investigating Microtopographic and Soil Controls on a Mountainous Meadow Plant Community Using High-Resolution Remote Sensing and Surface Geophysical Data,2019,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: machine learning and feature engineering, that exploits remote sensing optical and light detection and ranging (LiDAR) data to estimate the distribution of key plant meadow communities at submeter resolution. We collected surface electrical resistivity tomography data to explore the variability in soil properties",,pending
M-b92fa08eb4583c87,10.25673/123833,Investigating Multi-Camera Tracking and Re-Identification Pipelines Based on YOLOv8,2026,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: d appearance-based re-identification methods. The proposed pipeline integrates YOLOv8 for object detection with ByteTrack and BoT-SORT for single-camera multi-object tracking, generating stable tracklets as the basis for cross-camera identity association.",,pending
R-e0e2653ba1ef3f4b,10.1145/2986416.2986426,Investigating multimodal audiovisual event detection and localization,2016,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: igates a multisensory speaker tracking approach, combining sound localization with visual object detection and tracking. The sound localization module estimates the position of the speaker whenever a new spatial audio event is detected (i.e. sound source p",,pending
R-9d0351f0cc974487,10.1007/978-3-319-16199-0_16,Investigating open-world person re-identification using a drone,2015,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a15956884e7acfe8,10.7759/cureus.45322,Investigating the Accuracy of Wheelchair Push Counts Measured by Fitness Watches: A Systematic Review,2023,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-5b179852fafc912e,10.1109/lgrs.2024.3443525,Investigating the Association of Seasonal Dynamics in GEDI Canopy Cover Profiles and Sentinel-1 Backscatter in Temperate Forests,2024,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
