query_id,openalex_id,doi,year,type,title,venue,authors,cited_by_count,is_oa,abstract
Q5,W7165864648,10.5120/ijcabc7eae301338,2026,article,Embedded Drone Swarm for Precision Agriculture with Vision AI,International Journal of Computer Applications,Ashwini Kisan Gajre; A.L. Wanare,0,True,"Precision farming tackles problems in industry such as the rising global population and their increasing food demands and the pressing need to modernize and streamline farming methods.Typical forms of monitoring in farming are tedious, slow, and unreliable, and often only catch crop diseases in their advanced stages.This work attempts to fill the gaps using swarm drones that work synchronously with each other as a software defined, flying tractor.This work proposes the Embedded Drone Swarm for Precision Agriculture, integrated with Vision AI for surveying crops, disease breakout detection, and outbreaks mitigation.The proposed system has created a Frogeye Leaf Spot, Rust, and Normal (Healthy) detection model for sequential and gradual implementation as a diagnostic system for crop health disease detection aimed at preventative measures.This is the first work that attempts real-time disease detection in both structured and unstructured environments, and addresses the gaps in controlled, efficient and drone-interlinked disease detection with real-time processing of data during or post analysis for informed decisions, all achieved by using inbuilt hardware.The system is built on the MobileNetV2 architecture, using a deep learning model which is integrated along Raspberry Pi, Node MCU, GPS, and a camera, with various components added to the model in post-processing to cloud services.Integration of buffered predictions with confidence scores and voting aims to minimize the false discovery rate and improve the accuracy of the model post processing.The system Automation of disease predictions and recommended treatments is achieved by switching farming apparatus with a relay and HTTP API to be either a water pump or a sprayer.It is further accomplished by sending the IoT Device result to an actuator (or relay) to switch on/off the equipment.For disease prediction and recommended treatments, an automated system was built that alerts a farmer using Twilio services.In conclusion, this system is an intelligent, flexible, and affordable solution for advanced precision agriculture.By providing automated decision-making, real-time crop monitoring, and automated precise intervention for soybean diseases, this solution decreases the need for labor and encourages sustainable agriculture practices."
Q5,W7135386306,10.59324/jaitd.2026.2(2).12,2026,article,Oil Palm Ripening Detection Technologies: A Review of Contemporary AI Techniques and Multi-Criteria Effectiveness Evaluation Frameworks,Journal of Artificial Intelligence and Technological Development,Loso Judijanto,0,True,"Optimizing oil palm harvest timing through accurate ripening detection is critical to maximizing oil extraction rates and ensuring the quality of crude palm oil. This qualitative literature review systematically examines contemporary oil palm ripening detection techniques, ranging from conventional manual methods to cutting-edge artificial intelligence, spectroscopy, thermal imaging, and remote sensing technologies. Through thematic synthesis of 88 peer-reviewed sources published between 2020 and 2026, this study maps the technological landscape and evaluates methodological frameworks for assessing the effectiveness of techniques. Findings reveal the dominance of deep learning architectures, particularly YOLO variants and Convolutional Neural Networks, achieving 91-99% classification accuracy with real-time processing capabilities of 4.7-8 milliseconds. Spectroscopic methods, notably Raman spectroscopy, demonstrate 100% accuracy at the molecular level for biochemical assessment, though field deployment challenges limit widespread adoption. Multi-Criteria Decision Making (MCDM) frameworks, including TOPSIS and Analytic Hierarchy Process (AHP), provide systematic evaluation across technical, economic, practical, and sustainability dimensions. The study concludes that optimal technique selection is context-dependent, varying with plantation scale, economic capacity, and infrastructure availability. For large industrial operations, integrated UAV-based YOLO detection with IoT sensor networks offers comprehensive monitoring. Smallholder farmers benefit most from accessible smartphone CNN applications supported by cooperative models and government subsidies. This review contributes a unified conceptual framework that bridges fragmented disciplinary knowledge, provides actionable intelligence for technology adoption decisions, and informs inclusive policies that ensure equitable access to precision agriculture innovations across diverse producer segments in the global palm oil industry"
Q5,W7160246067,10.17605/osf.io/6acsk,2026,other,Applications of Artificial Intelligence in Soil Characterization and Agriculture: Systematic Review Protocol,Open Science Framework,Cesar Augusto Navarro Rubio,0,True,"This project presents a systematic review of the applications of Artificial Intelligence (AI) in soil characterization and agricultural systems. The study focuses on identifying how AI techniques are used to model and predict soil properties such as moisture, salinity, temperature, and electrical resistivity, as well as their role in supporting precision agriculture and decision-making processes. The review aims to analyze the most relevant AI methodologies, evaluate their performance, and examine their applications in areas such as irrigation management, crop monitoring, soil mapping, and environmental assessment. Particular attention is given to the integration of soil electrical resistivity and related variables within AI-based modeling frameworks. The study follows the PRISMA 2020 guidelines and is based on a structured literature search conducted in the Scopus database, covering publications from 2018 to 2026. The review includes machine learning, deep learning, and data-driven approaches, providing a comparative and qualitative analysis of their capabilities, limitations, and application domains in soil science and agriculture."
Q5,W4415781641,10.56975/jetir.v12i10.570970,2025,article,"Review on AI-Powered Plant Disease Detection: Advancements, Challenges, And Future Directions in Precision Agriculture",Journal of Emerging Technologies and Innovative Research,K. Dhanalakshmi; D. Prabha,0,True,"Early detection of plant leaf diseases (PLD) is essential for protecting crops, reducing yield losses, and ensuring food security. Traditional disease detection methods depend on manual inspection, which is time-consuming, labor-intensive, and often unreliable for small-scale farmers. To overcome these issues, artificial intelligence (AI), machine learning (ML), and deep learning (DL) have transformed plant disease detection (PDD) by providing fast, automated, and highly accurate image-based classification. This review focuses on AI-based techniques used for detecting diseases in different crops such as corn, mango, tomato, apple, rice, tea, potato, wheat, palm oil, and citrus. It highlights recent progress in DL models, feature fusion methods, and real-time solutions like IoT-based monitoring systems and mobile apps. Although these technologies have greatly improved DD accuracy and speed, challenges still exist, including the need for large labeled datasets, high computational resources, and extensive testing under real-world conditions."
Q5,W4405714514,10.25165/j.ijabe.20241706.9403,2024,article,Research progress in mechanized and intelligentized pollination technologies for fruit and vegetable crops,International journal of agricultural and biological engineering,Ping‐Hsun Wu; Xiaohui Lei; Jin Zeng; Y.-F. Qi,14,True,"With the rapid advancement of modern agriculture, mechanized and intelligent pollination has emerged as a crucial focus for enhancing agricultural efficiency and minimizing labor expenses. Traditional pollination methods, limited by environmental factors and high labor costs, fail to adequately address the production demands of large-scale orchards and vegetable gardens. Consequently, researchers have integrated mechanized equipment, drone technology, robotics, and deep learning algorithms to achieve accurate identification and precise pollination on inflorescences. The research on mechanized and intelligent pollination has not only injected new momentum into the field of fruit and vegetable pollination but also provided key technological support for addressing global agricultural labor shortages and increasing crop yields. This review summarizes recent advances in mechanized and intelligent pollination, focusing on deep learning’s role in object recognition, improvements in pollination equipment, and the effectiveness of intelligent pollination across various fruits or vegetables. Studies indicate that mechanized and intelligent pollination significantly enhances working efficiency and fruit yields, though it continues to face challenges such as technical complexity and high implementation costs. Looking ahead, as robotics and artificial intelligence algorithms continue to advance, mechanized and intelligent pollination is poised for broader adoption in agricultural management practices. This review systematically summarizes the research progress in mechanized and intelligent pollination technologies for fruit and vegetable crops, providing significant theoretical support and reference value for future studies in crop pollination techniques. Key words: fruit and vegetable pollination, mechanization, deep learning, drone technology, object recognition DOI: 10.25165/j.ijabe.20241706.9403 Citation: Wu P L, Lei X H, Zeng J, Qi Y N, Yuan Q C, Huang W X, et al. Research progress in mechanized and intelligentizedpollination technologies for fruit and vegetable crops. Int J Agric & Biol Eng, 2024; 17(6): 11–21."
Q5,W4414776742,10.1007/978-981-96-6534-1_6,2025,conference-paper,Application of Artificial Intelligence (AI) and Internet of Things (IoT) in Smart Agriculture—A Systematic Review,Lecture notes in networks and systems,Aritra Brahma; Himadri Nath Saha; Parna Chowdhury,0,False,
Q5,W7161633506,10.1002/pan3.70241,2026,article,Where were all the trees? Computer vision meets landscape history to unlock the potential of historical Ordnance Survey maps,People and Nature,Toby Pillatt; William A. P. Smith,0,True,"Abstract The first edition of the Ordnance Survey's 1:2500 County Series is marked with treed areas, such as woodlands and orchards, and, remarkably, freestanding trees. Consequently, it is an unparalleled source of information on the distribution of trees across Britain in the mid‐late nineteenth century, when the maps were first surveyed. In order to make use of this data, tree symbols need to be digitised, and we need to better understand to what extent the mapped treescape accurately represents the treed landscape of the past. This paper presents a non‐technical introduction to our new Deep Learning Computer Vision method for rapidly identifying and georeferencing tree symbols on the County Series maps: You Only Look for a Symbol Once (YOLSO). We report on archival research to elucidate the Ordnance Survey's decision‐making process around the mapping of trees, finding that they aimed to plot all large and conspicuous freestanding trees, but only if they did not confuse or obscure other map detail. We assess the accuracy of the Ordnance Survey's tree mapping by comparing numbers of tree symbols on the 1:2500 maps with larger scale plans and against historical photographs, plotted or taken at or around the same time. We demonstrate the usefulness of a digital historic tree dataset by examining the density of freestanding trees in relation to the density of settlement in three cities and their hinterlands: York, Cardiff and Milton Keynes. Synthesis and applications . The work presented here envisages a future National Historic Tree Map of Great Britain, which could be used to examine how the distribution of trees characterises different types of landscape, and as a baseline for treescape change throughout the twentieth century and beyond. Read the free Plain Language Summary for this article on the Journal blog."
Q5,W7154201590,10.1007/s11831-026-10582-y,2026,article,"A Comprehensive Review of Image Segmentation Techniques for Plant Disease Detection in Precision Agriculture: Models, Trends, and Challenges",Archives of Computational Methods in Engineering,Sangeeta Duhan; Preeti Gulia; Nasib Singh Gill; Chhaya Gupta,0,False,
Q5,W4414918147,10.1007/978-3-032-01536-5_120,2025,conference-paper,AI and IoT in Precision Agriculture: Image Classification in Action,Lecture notes in networks and systems,Zineb Nasslahsen; Nawal Zaakour; El Mehdi Elaroussi; Karim Abouelmehdi,0,False,
Q5,W7131897084,10.59890/mjst.v3i2.162,2026,article,"Developing Feasible Intelligent Systems for Oil Palm Fresh Fruit Bunch Grading: A Review of Technological, Economic, and Social Dimensions",Multitech Journal of Science and Technology,Loso Judijanto,0,True,"The oil palm industry faces mounting pressure to improve operational efficiency while maintaining product quality amid labor shortages and sustainability imperatives. Traditional manual grading of fresh fruit bunches (FFB) is subject to inherent subjectivity, inconsistency, and scalability limitations, which directly affect oil extraction rates (OER) and economic returns. This qualitative literature review synthesizes contemporary evidence on intelligent system development for FFB grading, examining technological feasibility, economic viability, and socio-institutional dimensions from 2020 to 2025. The analysis integrates seventy-eight peer-reviewed studies to identify that computer vision systems based on RGB imagery and deep learning, particularly lightweight YOLO variants deployed on mobile edge devices, represent the most feasible solution across plantation scales. Hyperspectral imaging achieves superior accuracy (93–95%) but faces prohibitive costs and computational demands for widespread adoption. The review reveals that successful implementation hinges on contextual factors: plantation size, smallholder capacity, institutional support frameworks, and alignment with sustainability certification schemes. We find that technology adoption barriers among smallholders stem primarily from financial constraints, knowledge gaps, and weak institutional linkages rather than technological inadequacy"
Q5,W3163834212,10.3390/app11104493,2021,article,Semantic Segmentation of Cabbage in the South Korea Highlands with Images by Unmanned Aerial Vehicles,Applied Sciences,Yongwon Jo; Soobin Lee; Young Jae Lee; Hyungu Kahng,9,True,"Identifying agricultural fields that grow cabbage in the highlands of South Korea is critical for accurate crop yield estimation. Only grown for a limited time during the summer, highland cabbage accounts for a significant proportion of South Korea’s annual cabbage production. Thus, it has a profound effect on the formation of cabbage prices. Traditionally, labor-extensive and time-consuming field surveys are manually carried out to derive agricultural field maps of the highlands. Recently, high-resolution overhead images of the highlands have become readily available with the rapid development of unmanned aerial vehicles (UAV) and remote sensing technology. In addition, deep learning-based semantic segmentation models have quickly advanced by recent improvements in algorithms and computational resources. In this study, we propose a semantic segmentation framework based on state-of-the-art deep learning techniques to automate the process of identifying cabbage cultivation fields. We operated UAVs and collected 2010 multispectral images under different spatiotemporal conditions to measure how well semantic segmentation models generalize. Next, we manually labeled these images at a pixel-level to obtain ground truth labels for training. Our results demonstrate that our framework performs well in detecting cabbage fields not only in areas included in the training data but also in unseen areas not included in the training data. Moreover, we analyzed the effects of infrared wavelengths on the performance of identifying cabbage fields. Based on the results of our framework, we expect agricultural officials to reduce time and manpower when identifying information about highlands cabbage fields by replacing field surveys."
Q5,W4416136330,10.1109/isee68370.2025.11223499,2025,conference-paper,A Comprehensive Review of Vision and IoT Based Smart Soil Nutrient and Crop Monitoring: Challenges and Opportunities,,Lakshmi Khetawat; Jetendra Joshi,0,False,"Spotting nutrient deficiencies or plant diseases early is key to healthy, sustainable farming. The traditional methods are often too slow or unreliable. Smart technologies based on AI, vision, and IoT combined play a vital role. This review looks at how systems incorporate recent advancements in computer vision models and sensors integrated into IoT systems for helping farmers, especially in tomato cultivation. This review summarizes current challenges and opportunities in the use of soil sensors to check nutrient levels and AI models and vision transformers to detect diseases from leaf images. The paper also summarizes current challenges, opportunities, and new trends like explainable AI, multilingual voice support, and privacy-friendly models that could make these tools and systems more practical and farmer-focused."
Q5,W7152683123,10.1051/itmconf/20268404014/pdf,2026,article,Application of Computer Vision Technology in UAV Path Planning,Springer Link (Chiba Institute of Technology),Ziyi Wang,0,False,"Drones are widely used in remote sensing, agriculture, logistics, and military fields due to their high mobility, low cost, and vertical take-off/landing advantages. Path planning, a core technology for autonomous operations, is limited by traditional GPS/inertial navigation in low-altitude, near-ground, or GPS-denied scenarios. Computer vision can recognize the real-time environment through on-board sensors without prerebuilt maps, so computer vision is a key solution. The integration of computer vision with drone path planning is reviewed in this paper and includes several key components: obstacle detection, visual SLAM, and multi-UAV dynamic path planning. Results show that computer vision has evolved from becoming a supportive sensor to the primary source of information and has drastically improved the safety and performance of drones in unknown and dynamic environments. Current challenges include on-board resource constraints, poor robustness in complex environments, and multi-UAV collaboration difficulties; future efforts will focus on lightweight models, algorithm generalization, and standardized collaboration. This research is crucial for promoting large-scale drone operations in smart cities and low-altitude economies, laying a technical foundation for wider applications in emergency rescue and precision agriculture."
Q5,W7151048539,10.1051/itmconf/20268404014,2026,conference-paper,Application of Computer Vision Technology in UAV Path Planning,ITM Web of Conferences,Ziyi Wang,0,True,"Drones are widely used in remote sensing, agriculture, logistics, and military fields due to their high mobility, low cost, and vertical take-off/landing advantages. Path planning, a core technology for autonomous operations, is limited by traditional GPS/inertial navigation in low-altitude, near-ground, or GPS-denied scenarios. Computer vision can recognize the real-time environment through on-board sensors without prerebuilt maps, so computer vision is a key solution. The integration of computer vision with drone path planning is reviewed in this paper and includes several key components: obstacle detection, visual SLAM, and multi-UAV dynamic path planning. Results show that computer vision has evolved from becoming a supportive sensor to the primary source of information and has drastically improved the safety and performance of drones in unknown and dynamic environments. Current challenges include on-board resource constraints, poor robustness in complex environments, and multi-UAV collaboration difficulties; future efforts will focus on lightweight models, algorithm generalization, and standardized collaboration. This research is crucial for promoting large-scale drone operations in smart cities and low-altitude economies, laying a technical foundation for wider applications in emergency rescue and precision agriculture."
Q5,W4411063117,10.14445/23488379/ijeee-v12i5p105,2025,article,A Review of Deep Learning Approach for Analyzing Remote Sensing Spectral Data in Species,International Journal of Electrical and Electronics Engineering,Nita Nimbarte; Vandana Katna; Sanjay Balamwar,0,True,"Remote sensing technologies have become crucial for forest management, providing large-scale data through satellite and aerial imagery. Automated semantic segmentation of trees enables efficient monitoring, although the task remains challenging due to varying tree spectral signatures, the limited availability of labeled datasets, and geometric distortions. In the domain of precision agriculture, major research efforts have focused on monitoring agricultural fields, classifying land use, and optimizing crop yields. In terms of accuracy and reliability, deep learning algorithms now perform noticeably better than conventional machine learning techniques for remote sensing image analysis. Recent advances in image segmentation, a key field in computer vision, have enabled more accurate identification and categorization of objects in remote sensing images. While many studies rely on frontal or asymmetrical image views, this review focuses on deep-learning approaches using top-down datasets for species and land cover segmentation. Models such as U-Net, SiU-Net, and DeepLabV3+ demonstrate notable performance improvements, achieving mean average precisions of 0.921, 0.970, and 0.976, respectively. Compared to earlier conventional approaches, these models show a significant leap in accuracy, particularly in handling fine-grained details and large-scale environmental variations. Furthermore, independent validation using tree species proportion maps highlights the practical reliability of these models in estimating species presence, absence, and distribution, thereby reinforcing their importance in advancing remote sensing-based ecological and agricultural monitoring."
Q5,W7165528063,10.17632/tb5x9gw2pt,2026,dataset,AgriClimateBD: A Satellite Enriched Precision Agriculture Dataset for Bangladesh,Mendeley Data,Jahanur Biswas; Sudip Kumar; Md Shohedozzaman Basunia,0,True,"AgriClimateBD is a comprehensive precision agriculture dataset developed for Bangladesh by integrating agricultural production statistics, crop phenological information, and satellite-derived climate variables. The dataset contains 4,607 records and 33 features representing 73 crop types cultivated across 64 districts of Bangladesh. The dataset was developed by extending the previously published SPAS-Dataset-BD through the incorporation of climate information obtained from the NASA POWER (Prediction of Worldwide Energy Resources) platform. Agricultural production, area, temperature, and humidity information were collected from the Bangladesh Bureau of Statistics (BBS) Statistical Yearbook 2022, while crop lifecycle information, including transplanting, growth, harvesting periods, and seasonal classifications, was obtained through field surveys involving 223 farmers from diverse agroecological regions of Bangladesh. A Python-based automated data enrichment pipeline was employed to retrieve daily climate observations from the NASA POWER API for all 64 districts. Four climate parameters—precipitation, solar radiation, wind speed, and evapotranspiration—were aggregated into phenologically meaningful temporal windows. These include full-season summaries, pre-transplant month, transplant month, and post-transplant month conditions. The resulting climate features were integrated with agricultural and phenological attributes to create a unified dataset suitable for precision agriculture research. The dataset includes agricultural variables such as crop name, district, cultivated area, production, season, transplanting period, growth period, and harvest period; meteorological variables including average, maximum, and minimum temperature and humidity; and sixteen NASA POWER-derived climate variables representing rainfall, solar radiation, wind speed, and evapotranspiration across multiple crop-development stages. AgriClimateBD supports a wide range of applications including crop yield prediction, crop classification, climate-resilient agriculture, agricultural decision support systems, precision irrigation management, machine learning, deep learning, and agricultural policy analysis. The dataset is particularly valuable because it provides phenologically anchored climate information for Bangladesh’s agricultural systems, including numerous underrepresented crop species that are rarely available in public agricultural datasets. The dataset is provided in CSV format and is intended to facilitate reproducible research in agricultural informatics, climate-smart agriculture, remote sensing, and data-driven farming systems."
Q5,W4413256010,10.1109/i2cacis65476.2025.11100390,2025,conference-paper,A Review of Deep Learning Approaches for Leaf Disease Detection in Smart Agriculture,,Tan Shie Chow; Muhammad Ahmad; Mohd Nazri Abu Bakar; Wan Mohd Faizal Wan Nik,0,False,"Advancements in agricultural technology, particularly robotics and imaging, are driving smart farming and enabling precision agriculture. Autonomous systems (drones, rovers) aid farm operations, but early plant disease detection remains critical for crop health and yield. This review explores deep learning trends for leaf disease detection, emphasizing integration with imaging sensors (e.g., RGB, multispectral) to capture plant phenotypes in diverse field conditions. The study examines the robustness and performance of different deep learning architectures in challenging environments, where factors such as variable lighting, weather conditions, and overlapping symptoms can complicate accurate disease identification. Evaluating these methods on autonomous platforms highlights the potential of AI and robotics to enhance disease management and agricultural productivity."
Q5,W7165622993,10.17632/tb5x9gw2pt.2,2026,dataset,AgriClimateBD: A Satellite Enriched Precision Agriculture Dataset for Bangladesh,Mendeley Data,Jahanur Biswas; Sudip Kumar; Md Shohedozzaman Basunia,0,True,"AgriClimateBD is a comprehensive precision agriculture dataset developed for Bangladesh by integrating agricultural production statistics, crop phenological information, and satellite-derived climate variables. The dataset contains 4,607 records and 33 features representing 73 crop types cultivated across 64 districts of Bangladesh. The dataset was developed by extending the previously published SPAS-Dataset-BD through the incorporation of climate information obtained from the NASA POWER (Prediction of Worldwide Energy Resources) platform. Agricultural production, area, temperature, and humidity information were collected from the Bangladesh Bureau of Statistics (BBS) Statistical Yearbook 2022, while crop lifecycle information, including transplanting, growth, harvesting periods, and seasonal classifications, was obtained through field surveys involving 223 farmers from diverse agroecological regions of Bangladesh. A Python-based automated data enrichment pipeline was employed to retrieve daily climate observations from the NASA POWER API for all 64 districts. Four climate parameters—precipitation, solar radiation, wind speed, and evapotranspiration—were aggregated into phenologically meaningful temporal windows. These include full-season summaries, pre-transplant month, transplant month, and post-transplant month conditions. The resulting climate features were integrated with agricultural and phenological attributes to create a unified dataset suitable for precision agriculture research. The dataset includes agricultural variables such as crop name, district, cultivated area, production, season, transplanting period, growth period, and harvest period; meteorological variables including average, maximum, and minimum temperature and humidity; and sixteen NASA POWER-derived climate variables representing rainfall, solar radiation, wind speed, and evapotranspiration across multiple crop-development stages. AgriClimateBD supports a wide range of applications including crop yield prediction, crop classification, climate-resilient agriculture, agricultural decision support systems, precision irrigation management, machine learning, deep learning, and agricultural policy analysis. The dataset is particularly valuable because it provides phenologically anchored climate information for Bangladesh’s agricultural systems, including numerous underrepresented crop species that are rarely available in public agricultural datasets. The dataset is provided in CSV format and is intended to facilitate reproducible research in agricultural informatics, climate-smart agriculture, remote sensing, and data-driven farming systems."
Q5,W7163410708,10.55041/isjem07781,2026,article,Comparative Review of Modern Deep Learning Techniques for Intelligent Plant Disease Detection,International Scientific Journal of Engineering and Management,Bipin B. Shinde,0,False,"Abstract— Plant diseases significantly affect agricultural productivity, food quality, and global food security [1], [16] Traditional disease diagnosis methods rely heavily on human expertise and manual inspection, making the process time-consuming, expensive, and prone to errors [1], [20]. Recent advancements in artificial intelligence and deep learning have transformed plant disease detection systems by enabling automatic, accurate, and real-time identification of plant diseases using digital images [2], [3], [20]. This review paper presents a comprehensive analysis of recent deep learning approaches used for automated plant disease detection. The study discusses various convolutional neural network architectures, transfer learning methods, attention mechanisms, Vision Transformers, and hybrid deep learning techniques applied in agricultural disease diagnosis [2]– [5], Publicly available datasets, evaluation metrics, preprocessing techniques, and comparative analyses of existing methods are also presented. Furthermore, the paper identifies current research challenges such as dataset imbalance, environmental variability, computational complexity, and limited real-world adaptability[16]. Finally, emerging trends including explainable artificial intelligence, federated learning, lightweight edge computing models, drone-based monitoring systems, and multimodal agricultural intelligence are explored [6]. This review aims to provide researchers and practitioners with a detailed understanding of the current state-of-the-art deep learning techniques for intelligent plant disease detection and future research opportunities. Keywords: Plant Disease Detection, Deep Learning, Convolutional Neural Network, Transfer Learning, Precision Agriculture, Computer Vision, Smart Farming, Vision Transformer."
Q5,W7165519246,10.17632/tb5x9gw2pt.1,2026,dataset,AgriClimateBD: A Satellite Enriched Precision Agriculture Dataset for Bangladesh,Mendeley Data,Jahanur Biswas; Sudip Kumar; Md Shohedozzaman Basunia,0,True,"AgriClimateBD is a comprehensive precision agriculture dataset developed for Bangladesh by integrating agricultural production statistics, crop phenological information, and satellite-derived climate variables. The dataset contains 4,607 records and 33 features representing 73 crop types cultivated across 64 districts of Bangladesh. The dataset was developed by extending the previously published SPAS-Dataset-BD through the incorporation of climate information obtained from the NASA POWER (Prediction of Worldwide Energy Resources) platform. Agricultural production, area, temperature, and humidity information were collected from the Bangladesh Bureau of Statistics (BBS) Statistical Yearbook 2022, while crop lifecycle information, including transplanting, growth, harvesting periods, and seasonal classifications, was obtained through field surveys involving 223 farmers from diverse agroecological regions of Bangladesh. A Python-based automated data enrichment pipeline was employed to retrieve daily climate observations from the NASA POWER API for all 64 districts. Four climate parameters—precipitation, solar radiation, wind speed, and evapotranspiration—were aggregated into phenologically meaningful temporal windows. These include full-season summaries, pre-transplant month, transplant month, and post-transplant month conditions. The resulting climate features were integrated with agricultural and phenological attributes to create a unified dataset suitable for precision agriculture research. The dataset includes agricultural variables such as crop name, district, cultivated area, production, season, transplanting period, growth period, and harvest period; meteorological variables including average, maximum, and minimum temperature and humidity; and sixteen NASA POWER-derived climate variables representing rainfall, solar radiation, wind speed, and evapotranspiration across multiple crop-development stages. AgriClimateBD supports a wide range of applications including crop yield prediction, crop classification, climate-resilient agriculture, agricultural decision support systems, precision irrigation management, machine learning, deep learning, and agricultural policy analysis. The dataset is particularly valuable because it provides phenologically anchored climate information for Bangladesh’s agricultural systems, including numerous underrepresented crop species that are rarely available in public agricultural datasets. The dataset is provided in CSV format and is intended to facilitate reproducible research in agricultural informatics, climate-smart agriculture, remote sensing, and data-driven farming systems."
Q5,W7152087741,10.1007/s10343-026-01313-1,2026,article,An Analytical Review of Deep Learning Models for Sugarcane Leaf Disease Classification,Journal of Crop Health,Zahraa Tarek; Esraa Hassan,0,False,
Q5,W7140306987,10.1016/j.engappai.2026.114455,2026,article,Revolutionising crop modelling and resource management by integrating deep learning - A review,Engineering Applications of Artificial Intelligence,C Guruanand; K Boomiraj; V Geethalakshmi; Ga. Dheebakaran,0,False,
Q5,W4409640228,10.63618/omd/isj/v2/n3/41,2024,article,Tendencias en la aplicación de la inteligencia artificial en la agricultura de precisión mediante una revisión sistemática,Innova Science Journal,Cesar Alberto Cabrera-Verdesoto; Darwin Marcos Salvatierra Pilozo; Gema Elizabeth Navarro-Saltos,1,True,"Artificial intelligence (AI) has transformed precision agriculture by improving efficiency in agricultural production through automation and advanced data analysis. This study conducts a systematic review of recent scientific literature to identify the main applications, trends, and challenges in the adoption of AI in the agricultural sector. Research published in indexed databases was analyzed, prioritizing studies on machine learning, computer vision, and agricultural process automation. The findings indicate that AI has been widely used in crop monitoring, early disease detection, input use optimization, and farm machinery automation. However, its implementation faces significant barriers, such as high acquisition cost, lack of digital infrastructure in rural areas, and shortage of trained professionals in the sector. In addition, data management poses challenges in terms of privacy and regulation. Despite these obstacles, AI represents a key tool for agricultural sustainability, and its future development will depend on supportive policies, interoperability standards, and technological accessibility."
Q5,W4298145442,10.1007/978-981-19-3571-8_44,2022,book-chapter,Agricultural App Development Using Machine Learning and Deep Learning: A Review,"Smart innovation, systems and technologies",Janhavi Chavan; Nandini Dubey; Govind Kotecha; Paras Shah,0,False,
Q5,W7161406834,10.5281/zenodo.20238561,2026,other,Deep Learning Approaches for Apple Leaf Disease Detection and Classification: A Comprehensive Review,Zenodo (CERN European Organization for Nuclear Research),Reena kumari; Pradeep Chousky; Praveen Sadotra; Mayank Chopra,0,True,"foliar diseases pose a major threat to apple cultivation, severely affecting crop yield and quality. Conventional disease detection relies on manual expert examination—a slow, subjective, and error-prone process. Recent advances in deep learning, especially Convolutional Neural Networks (CNNs), have demonstrated remarkable capability to automate plant disease detection with high precision. This review comprehensively surveys state-of-the-art deep learning models for apple leaf disease detection, covering research published between 2021 and 2025. We compare architectures such as Dense Net, Efficient Net, Mobile Net, Inception-V3, and Vision Transformers with respect to performance metrics, limitations, and real-world applicability. Current models achieve 90–98.32% classification accuracy, yet significant challenges remain in dataset diversity, field generalization, early-stage detection, and edge deployment. The review provides actionable directions for future research in precision agriculture."
Q5,W7161412870,10.5281/zenodo.20238560,2026,other,Deep Learning Approaches for Apple Leaf Disease Detection and Classification: A Comprehensive Review,Zenodo (CERN European Organization for Nuclear Research),Reena kumari; Pradeep Chousky; Praveen Sadotra; Mayank Chopra,0,True,"foliar diseases pose a major threat to apple cultivation, severely affecting crop yield and quality. Conventional disease detection relies on manual expert examination—a slow, subjective, and error-prone process. Recent advances in deep learning, especially Convolutional Neural Networks (CNNs), have demonstrated remarkable capability to automate plant disease detection with high precision. This review comprehensively surveys state-of-the-art deep learning models for apple leaf disease detection, covering research published between 2021 and 2025. We compare architectures such as Dense Net, Efficient Net, Mobile Net, Inception-V3, and Vision Transformers with respect to performance metrics, limitations, and real-world applicability. Current models achieve 90–98.32% classification accuracy, yet significant challenges remain in dataset diversity, field generalization, early-stage detection, and edge deployment. The review provides actionable directions for future research in precision agriculture."
Q5,W7135384767,10.59324/jaitd.2026.2(2).11,2026,article,Enhancing Oil Palm Productivity through Strategic Implementation of Fresh Fruit Bunch Grading using Artificial Intelligence Technology: A Review,Journal of Artificial Intelligence and Technological Development,Loso Judijanto,0,True,"Fresh Fruit Bunch (FFB) grading represents a critical intervention point for enhancing oil palm productivity and sustainability. This qualitative literature review synthesizes empirical evidence from 2020 to 2026 to examine the effectiveness of FFB grading implementation in improving both oil extraction rates and product quality. Through a thematic analysis of peer-reviewed publications and technical reports, this study identifies seven key themes: FFB grading as a productivity determinant; technological evolution from manual to automated systems; precision in ripeness classification; impacts of processing delays; economic viability considerations; drivers of sustainability certification; and challenges of smallholder inclusion. Findings reveal that automated grading systems can achieve 8-12% improvements in oil extraction rates compared to baseline manual practices, with deep learning technologies demonstrating over 95% classification accuracy. However, adoption barriers persist, particularly for smallholder producers who constitute a significant portion of global production. The review synthesizes mechanistic pathways linking grading accuracy to productivity outcomes, evaluates emerging technologies including computer vision and artificial intelligence applications, and examines implementation barriers across economic, technical, and institutional dimensions. Evidence-based policy recommendations are formulated to accelerate adoption through regulatory enhancement, technology support mechanisms, smallholder capacity building, and market-based incentives. This review advances understanding of quality management interventions in agricultural value chains and provides actionable guidance for stakeholders seeking to enhance productivity while advancing sustainability objectives in the palm oil sector."
Q5,W4416276888,10.2139/ssrn.5758804,2025,preprint,Revolutionising Crop Modelling and Resource Management by Integrating Deep Learning - A review,SSRN Electronic Journal,C Guruanand; K. Boomiraj; Geethalakshmi Vellingiri; Ga Dheebakaran,0,True,
